Source,Target
Khaled Jarrar,Qalandiya International
Abdelkader Benchamma,Qatar
Adel Abidin,Qatar
Ahmed Alsoudani,Qatar
Golnaz Fathi,Qatar
Lamia Joreige,Qatar
Manal Al Dowayan,Qatar
Noha Faoud Al-Ghalib,Qatar
Sophia Al Maria,Qatar
Wafaa Bilal,Qatar
Zineb Sedira,Qatar
Ahmed Alsoudani,Qatar Museum
Zaman M Jassim,Qatif
Zaman M Jassim,Qatif Arts Group
Mouna Karray,Quai Branly Museum
Dan Brault,Quebec
David Spriggs,Quebec
Marilou Lemmens,Quebec City
Richard Ibghy,Quebec City
Liliana Porter,Queens College
Almagul Menlibayeva,Queens Museum
Bahar Behbahani,Queens Museum
Rabih Mroué,Queens Museum of Art
Sohrab Mohebbi,Queens Museum of Art
Abdelfattah Kilito,Querelle des
Fayçal Baghriche,Quimper
Abdelfattah Kilito,Rabat
Abdullah Hammas,Rabat
Ninar Esber,Rabat
Reza Aramesh,Rabat
Atfal Ahdath,Raed Yassin
Romeo Castellucci,Raffaello Sanzio
Maha Al-Khalawi,Ramadan
Hesam Rahmanian,Ramin Haerizadeh
Daniel Garcia,Rania Attieh
Lulwah Al-Homoud,Rashid Butt
"SUPERFLEX ",Rasmus Nielsen
Anawana Haloba,Rauma
Elizabeth Peyton,Reading
Dirk Fleischmann,Real DMZ Project
Dirk Fleischmann,Real Estate
Yuko Hasegawa,Rebecca Horn
Antonio Jose Guzman,Recife
Hrair Sarkissian,Recontres Internationales de la Photographie d’Arles
Hamra Abbas,REDCAT
Amir H. Fallah,Redux Art Center
Murtaza Vali,Reena Saini
Meriç Algün Ringborg,Reflection & Imagination
Waheeda Malullah,Regional Institute
Tarek Atoui,Reims
Matt Saunders,Renaissance Society
Ayreen Anastas,René Gabri
Djamel Kokene,Rennes
Romeo Castellucci,Rennes
Waleed Alzuhair,Research & Publishing Company
Wafa Karsha,Research Centre
Ninar Esber,Reykjavik
"Charwei Tsai ",Rhode Island School of Design
Lamia Joreige,Rhode Island School of Design
Nadia Ayari,Rhode Island School of Design
Shahzia Sikander,Rhode Island School of Design
Ziad Abillama,Rhode Island School of Design
Susan Hefuna,Rhona Hoffman Gallery
Marilou Lemmens,Richard Ibghy
Sulayman Al Bassam,Richard III
Melik Ohanian,Rich Mix
Ala Ebtekar,Richmond
Melissa Chimera,Richmond
Ala Ebtekar,Richmond Art Center
Adele Ne Jame,Ridgeway Press
Mounir Al-Shaarani,Rietberq Museum
Julia Meltzer,Rio de Janeiro
"Lúcia Koch ",Rio de Janeiro
Mohamed Bourouissa,Rio de Janeiro
Sara Ramo,Rio de Janeiro
Solange Farkas,Rio de Janeiro
Valeska Soares,Rio de Janeiro
"Lúcia Koch ",Rio Grande
Ayreen Anastas,Rise
Abdulhalim Radwi,Riyadh Hewar
Abdullah Hammas,Riyadh Institute of Arts
Tintin Wulia,RMIT University
Nil Yalter,Robert College
Ana Torfs,Roberto Rossellini
Hesam Rahmanian,Robert Rauschenberg Foundation
Firoz Mahmud,Rochester Contemporary Art Center
Ali Al-Tokhais,Rock
Bill Meyers,Rockefeller Foundation
Nida Sinnokrot,Rockefeller Foundation
Julia Meltzer,Rockefeller Media
Valia Fetisov,Rodchenko School of Photography
Shafic Abboud,Roger Bissière
Kazuyo Sejima,Rolex Learning Center
Jane & Louise Wilson,Rolls-Royce
Abdulhalim Radwi,Rome
Agnes Janich,Rome
Ali Al-Ruzaiza,Rome
Bahman Mohassess,Rome
Carlos  Amorales,Rome
Dia Aziz Dia,Rome
Fateh Moudarres,Rome
Giuseppe Moscatello,Rome
Iman Issa,Rome
Kamran Shirdel,Rome
Laurent Grasso,Rome
Meriç Algün Ringborg,Rome
mounir fatmi,Rome
Pascal Hachem,Rome
Romeo Castellucci,Rome
Rula Halawani,Rome
Youssef Nabil,Rome
Ahmed Felemban,Rome Academy
Setareh Shahbazi,Rooseum
Ayman Baalbaki,Rosa Issa
Dirk Fleischmann,Rosario
Susan Hefuna,Rose Issa
Heman Chong,Rosemary Heather
Nikolaj Bendix,Roskilde
Heman Chong,Rossi & Rossi
Almagul Menlibayeva,Rotterdam
Ayşe Erkmen,Rotterdam
Carsten Höller,Rotterdam
Chai Siri,Rotterdam
Edward Said,Rotterdam
Gabriel Lester,Rotterdam
Jayce Salloum,Rotterdam
Meriç Algün Ringborg,Rotterdam
Minouk Lim,Rotterdam
Olafur Eliasson,Rotterdam
Sharif Waked,Rotterdam
Sherif El Azma,Rotterdam
Taysir Batniji,Rotterdam
Thomas Demand,Rotterdam
Yto Barrada,Rotterdam
Dirk Fleischmann,Row
Jesper Just,"Royal "
Olafur Eliasson,"Royal "
"SUPERFLEX ","Royal "
Reza Aramesh,Royal Academy
Sharif Waked,Royal Academy
Haris Epaminonda,Royal College of Art
Heman Chong,Royal College of Art
Hesam Rahmanian,Royal College of Art
Idris Khan,Royal College of Art
Jananne Al-Ani,Royal College of Art
Runa Islam,Royal College of Art
Sheela Gowda,Royal College of Art
Taus Makhacheva,Royal College of Art
Sophie Ernst,Royal Geographical Society
Safeya Binzagr,Royal Geographic Society
Chai Siri,Royal Ground
Amina Menia,Royal Hibernian Academy
Meriç Algün Ringborg,Royal Institute of Art
Jayce Salloum,Royal Ontario Museum
Sulayman Al Bassam,Royal Shakespeare Company
Yto Barrada,Royal Turismo
Yusef A. Lateef,Roy Eldridge
Sirine Fattouh,Roy Sfeir Gallery
Sulayman Al Bassam,RSC
Ali Jabri,Rugby School
Sirine Fattouh,Running Horse Contemporary Art Space
Raeda Ashour,Rushmore University
Doris Bittar,Russell Sage Foundation
"Basir Mahmood ",Russia
Eduard Puterbrot,Russia
Elena Kovylina,Russia
Gulnara Kasmalieva,Russia
Mario Rizzi,Russia
Meriç Algün Ringborg,Russia
Muratbek Djumaliev,Russia
Pascale Marthine Tayou,Russia
Shadi Ghadirian,Russia
Taus Makhacheva,Russia
Tintin Wulia,Russia
Walid Siti,Russia
Yusef A. Lateef,Russia
Alexander Markov,Russian
Eduard Puterbrot,Russian
Gulnara Kasmalieva,Russian
Muratbek Djumaliev,Russian
Taus Makhacheva,Russian
Alfredo Jaar,Rwanda
Alfredo Jaar,Rwanda Project
Sara Naim,Ryan McGinley
Leila Fatemi,Ryerson University
Carsten Nicolai,Ryoji Ikeda
Yuko Hasegawa,Ryoji Ikeda
Kazuyo Sejima,Ryue Nishizawa
Seigen Ono,Ryuichi
Seigen Ono,Ryuichi Sakamato
Abdelfattah Kilito,S. Hassan
Hrair Sarkissian,Saadiyat Island
Meriç Algün Ringborg,Sabanci University
Amnah Alireza,Safeya Binzagr
Ziad Antar,Saida
Kader Attia,Saint-Denis
Taysir Batniji,Saint-Denis
Lani Maestro,Saint Nicolas
Mario Rizzi,Saint Petersburg
Rika Noguchi,Saitama
Saloua Raouda Choucair,Saloua Raouda Choucair Foundation
Hrair Sarkissian,SALT Beyoglu
Solange Farkas,Salvador
Ahmad Angawi,Sami Angawi
Bae Young-whan,Samsung Museum of Art
Fred Eerdekens,Samuel Vanhoegaerden
Maider López,San
Moataz Nasr,San
Salwa Aleryani,Sana
Shahzia Sikander,San Antonio
Almagul Menlibayeva,San Diego
Doris Bittar,San Diego
Jayce Salloum,San Diego
Nikolaj Bendix,San Diego
Rayyane Tabet,San Diego
Standish Lawder,San Diego
Doris Bittar,San Diego Museum of Art
Juan Araujo,San Diego Museum of Art
Yazan Khalili,Sandi Hilal
Adel Abdessemed,San Francisco
Ala Ebtekar,San Francisco
Ayman Ramadan,San Francisco
Bae Young-whan,San Francisco
CAMP,San Francisco
Driss Ouadahi,San Francisco
Jane & Louise Wilson,San Francisco
Karin Sander,San Francisco
Leila Pazooki,San Francisco
Matt Saunders,San Francisco
Meriç Algün Ringborg,San Francisco
Pouran-Jinchi,San Francisco
Sherin Guirguis,San Francisco
Ala Ebtekar,San Francisco Art Institute
Hamra Abbas,San Francisco Art Institute
Harrell Fletcher,San Francisco Art Institute
Jayce Salloum,San Francisco Art Institute
Shahzia Sikander,San Francisco Art Institute
Shimabuku,San Francisco Art Institute
David Claerbout,San Francisco Museum of Modern Art
Graziella Rizkallah Toufic,San Francisco Museum of Modern Art
Idris Khan,San Francisco Museum of Modern Art
Karin Sander,San Francisco Museum of Modern Art
Simon Fujiwara,San Francisco Museum of Modern Art
Tiffany Chung,San Francisco Museum of Modern Art
Yto Barrada,San Francisco Museum of Modern Art
Valeska Soares,San Juan
Ala Ebtekar,Santa Barbara
Sherin Guirguis,Santa Barbara
Tiffany Chung,Santa Barbara
Runa Islam,Santa Fe
Meriç Algün Ringborg,Santander
Valeska Soares,Santa Ursula
Alfredo Jaar,Santiago
Enrique Ramirez,Santiago
Eugenio Dittborn,Santiago
Luz Maria Bedoya,Santiago
Jane & Louise Wilson,Santiago de Compostela
Juan Araujo,Santiago de Compostela
Almagul Menlibayeva,Santiago International
Abdullah Al Saadi,Sao
Akram Zaatari,Sao
Jessica Mein,Sao
Fateh Moudarres,Sao Paulo
Khalil Rabah,Sao Paulo
N.S. Harsha,Sao Paulo
Yonamine,Sao Paulo
Yuko Hasegawa,Sao Paulo
Zineb Sedira,Sao Paulo
Alfredo Jaar,São Paulo
Ana Vidigal,São Paulo
"Angelica Mesiti ",São Paulo
Carsten Höller,São Paulo
Gilbert Hage,São Paulo
Işıl Eğrikavuk,São Paulo
Jessica Mein,São Paulo
Juan Araujo,São Paulo
Luz Maria Bedoya,São Paulo
"Lúcia Koch ",São Paulo
Marcel Odenbach,São Paulo
Marwan Rechmaoui,São Paulo
Monir Shahroudy Farmanfarmaian,São Paulo
Pablo Lobato,São Paulo
Sara Ramo,São Paulo
Shimabuku,São Paulo
Simon Fujiwara,São Paulo
Solange Farkas,São Paulo
Thomas Demand,São Paulo
Valeska Soares,São Paulo
Wang Jianwei,São Paulo
Yu-ichi Inoue,São Paulo
Abdullah Al Saadi,São Paulo Biennial
Jonathas de Andrade,São Paulo Biennial
Juan Araujo,São Paulo Biennial
Karim Aïnouz,São Paulo Biennial
Moataz Nasr,São Paulo Biennial
Yuk King Tan,São Paulo Biennial
Abdulrahman Soliman,Saoudiens
Manal Al Dowayan,Sarajevo
Nika Oblak,Sarajevo
Primož Novak,Sarajevo
Doa Aly,Sarat Maharaj
Meriç Algün Ringborg,Saskia Neuman
Abdulhalim Radwi,Saudi
Abdullah Al-Ogaili,Saudi
Ahmed Felemban,Saudi
Ahmed Mater,Saudi
Ayman Yossri Daydban,Saudi
Baseem Al Sharqi,Saudi
David Douglas Duncan,Saudi
EFFAT ABDULLAH FADAG,Saudi
Eyad Maghazil,Saudi
Fahda bint Saud,Saudi
Hanan Abdullah Bahamdan,Saudi
Kameel Hawa,Saudi
Khalid Khidr,Saudi
Lulwah Al-Homoud,Saudi
Maha Al-Khalawi,Saudi
Maha Malluh,Saudi
Manal Al Dowayan,Saudi
Manal Dowayan,Saudi
Mohammed Kamel,Saudi
Muhamad Haider,Saudi
Nasser Al Maimoon,Saudi
Noha Al-Sharif,Saudi
Noura Bouzo,Saudi
Ola Hejazi,Saudi
Saeed Salem,Saudi
Safeya Binzagr,Saudi
Saleh Alzayer,Saudi
Samiah Khashoggi,Saudi
Sarah Al Abdali,Saudi
Saud Al-Duribi,Saudi
Shalima Sharbatli,Saudi
Shaweesh,Saudi
Soraya Darwish,Saudi
Tagreed Al-Bagshi,Saudi
Talal Al-Zeid,Saudi
Waleed Alzuhair,Saudi
Zahra Bu Ali,Saudi
Zaina Zahid,Saudi
Samiah Khashoggi,Saudiaat
Ayman Mahawi,Saudiaat Art Association
Raeda Ashour,Saudiaat Art Group
Samiah Khashoggi,Saudiaat Art Group
Wafa Karsha,Saudiaat Art Group
Abdulhalim Radwi,Saudi Arabia
Abdullah Al-Mazrook,Saudi Arabia
Abdullah Al-Othman,Saudi Arabia
Abdulnasser Al-Amri,Saudi Arabia
Ahaad Alamoudi,Saudi Arabia
Ahmed Mater,Saudi Arabia
David Douglas Duncan,Saudi Arabia
Eiman Elgibreen,Saudi Arabia
Fahd Al-Hijilan,Saudi Arabia
Fahda bint Saud,Saudi Arabia
Faisal Samra,Saudi Arabia
Hend Al-Mansour,Saudi Arabia
Huda Beydoun,Saudi Arabia
Hussein Al-Mohasen,Saudi Arabia
Ibrahim Abumsmar,Saudi Arabia
Khaled Al-Faisal,Saudi Arabia
Khalid Khidr,Saudi Arabia
Maha Al-Khalawi,Saudi Arabia
Maha Malluh,Saudi Arabia
Mahdi Al Jeraibi,Saudi Arabia
Manal Al Dowayan,Saudi Arabia
Manal Dowayan,Saudi Arabia
Mohammed Makki,Saudi Arabia
Musaed Alhulis,Saudi Arabia
Noha Faoud Al-Ghalib,Saudi Arabia
Nora Almazrooa,Saudi Arabia
Nouf Alhimiary,Saudi Arabia
Noura Bouzo,Saudi Arabia
Ola Hejazi,Saudi Arabia
Raeda Ashour,Saudi Arabia
Saddek Wasil,Saudi Arabia
Safeya Binzagr,Saudi Arabia
Shadia Alem,Saudi Arabia
Shadia and Raja Alem,Saudi Arabia
Shalima Sharbatli,Saudi Arabia
Taha Al-Sabban,Saudi Arabia
Waleed Alzuhair,Saudi Arabia
Abdullah Al-Shaikh,Saudi Arabian
Essam Jameel,Saudi Arabian
Faisal Samra,Saudi Arabian
Hala Ali,Saudi Arabian
Reem Al-Faisal,Saudi Arabian
Tahani Al-Briki,Saudi Arabian
Wafa Al-Mihdar,Saudi Arabian
Waleed Alzuhair,Saudi Arabian
Salwa Aleryani,Savannah College of Art and Design
Youssef Nabil,Savannah College of Art and Design (Savannah)
Yusef A. Lateef,Savoy
Yusef A. Lateef,Savoy Records
Érik Bullot,Sayat Nova
Setareh Shahbazi,Scenography and Media
Wael Shawky,Schering Foundation
Ayreen Anastas,School of Architecture
Reem Al Ghaith,School of Architecture and Design
Basma Al Sharif,School of Art
Cesar Meneghetti,School of Fine Arts
Raana-Farnoud,School of Fine Arts
Roberto Bellini,School of Fine Arts
Yazid Oulab,School of Fine Arts
Basma Al Sharif,School of the Art Institute of Chicago
"Haroon Mirza ",School of the Art Institute of Chicago
Lantian Xie,School of the Art Institute of Chicago
Wafaa Bilal,School of the Art Institute of Chicago
Raeda Ashour,School of Traditional Arts
Agnes Janich,School of Visual Arts
Elizabeth Peyton,School of Visual Arts
Mariam Ghani,School of Visual Arts
Sophie Ernst,School of Visual Arts
Zena el Khalil,School of Visual Arts
Érik Bullot,School of Visual Arts
Saddek Wasil,Sciences
Nikolaj Bendix,Scotland
Samah Hijawi,Scotland
Taha Al-Sabban,Scotland
Sherin Guirguis,Scottsdale Museum of Contemporary Art
Karin Sander,Sculpture
Shahzia Sikander,Sculpture
Valeska Soares,Sculpture
Meriç Algün Ringborg,Sculpture Park
Karin Sander,Sculpture Project
Kader Attia,Seattle
Maider López,Sebastian
The Ministry for State Security (Ministerium für Staatssicherheit),SED
Sherin Guirguis,Selected Group
Moataz Nasr,Selma Feriani Gallery
Fatima Al Qadiri,Senegal
Maha Maamoun,Senegal
Taysir Batniji,Senegal
"Angelica Mesiti ",Seoul
Bae Young-whan,Seoul
CAMP,Seoul
Dirk Fleischmann,Seoul
Fateh Moudarres,Seoul
Hiroyuki Masuyama,Seoul
Jun Yang,Seoul
Lee Kit,Seoul
Manal Al Dowayan,Seoul
Minouk Lim,Seoul
Yuko Hasegawa,Seoul International Media
Haleh Redjaian,September
Samiah Khashoggi,September 2005
Mahdi Al Jeraibi,"September 30, 2009"
Derek Ogbourne,Serbia
Nika Oblak,Serbia
Primož Novak,Serbia
Andrei Ujică,Sergei Krikalyov
Solange Farkas,Sergio Motta
Wael Shawky,Serpentine
Wael Shawky,Serpentine Galleries
Amar Kanwar,Serpentine Gallery
Anri Sala,Serpentine Gallery
CAMP,Serpentine Gallery
Hans Haacke,Serpentine Gallery
Jane & Louise Wilson,Serpentine Gallery
Marwan Rechmaoui,Serpentine Gallery
N.S. Harsha,Serpentine Gallery
Olafur Eliasson,Serpentine Gallery
Rasheed Araeen,Serpentine Gallery
Ravi Agarwal,Serpentine Gallery
Runa Islam,Serpentine Gallery
Sheela Gowda,Serpentine Gallery
Shilpa Gupta,Serpentine Gallery
Susan Hefuna,Serpentine Gallery
Thomas Demand,Serpentine Gallery
mounir fatmi,Sevilla
Josephine Meckseper,Seville
"SUPERFLEX ",Seville
Susan Hefuna,Seville
Mouna Karray,Sfax
Rayyane Tabet,Sfeir-Semler Gallery
Akram Zaatari,Sfeir-Semler Gallery Beirut
CAMP,Shaina Anand
Abdulaziz Ashour,Shanghai
Fred Eerdekens,Shanghai
Gabriel Lester,Shanghai
Hu Xiangqian,Shanghai
Leila Pazooki,Shanghai
Liu Wei,Shanghai
Maider López,Shanghai
Rasheed Araeen,Shanghai
Reza Aramesh,Shanghai
Saâdane Afif,Shanghai
Wang Jianwei,Shanghai
Yang Fudong,Shanghai
Ayşe Erkmen,Shanghai Biennale
Jalal Toufic,Shanghai Biennale
Otobong Nkanga,Shanghai Biennale
Rasheed Araeen,Shanghai Biennale
Yang Fudong,Shanghai Biennale
Yuko Hasegawa,Shanghai Biennale
Zhang Hui,Shanghai Biennale
Abdullah Al Saadi,Sharjah
Ahmed Foula,Sharjah
Ahmed Mater,Sharjah
Ala Ebtekar,Sharjah
Doris Bittar,Sharjah
Fernando José Pereira,Sharjah
Firoz Mahmud,Sharjah
Fouad Elkoury,Sharjah
Giuseppe Moscatello,Sharjah
Hassan Sharif,Sharjah
Maider López,Sharjah
Manal Al Dowayan,Sharjah
Mariam Ghani,Sharjah
Mohamed Abdelkarim,Sharjah
Mohammed Kazem,Sharjah
Mona Hatoum,Sharjah
Mounir Al-Shaarani,Sharjah
mounir fatmi,Sharjah
Murtaza Vali,Sharjah
Nacera Belaza,Sharjah
Nasir Nasrallah,Sharjah
Nika Oblak,Sharjah
Nikolaj Bendix,Sharjah
Primož Novak,Sharjah
Shadi Ghadirian,Sharjah
Susan Hefuna,Sharjah
Tarek Halaby,Sharjah
Taus Makhacheva,Sharjah
Wissam Shawkat,Sharjah
Ziad Antar,Sharjah
Doug Henders,Sharjah Art Foundation
Mario Rizzi,Sharjah Art Foundation
Murtaza Vali,Sharjah Art Foundation
Sharif Waked,Sharjah Art Foundation
Tarek Atoui,Sharjah Art Foundation
Wael Shawky,Sharjah Art Foundation
Zineb Sedira,Sharjah Art Foundation
Alberto Duman,Sharjah Art Museum
Amir H. Fallah,Sharjah Art Museum
Ebtisam Abdulaziz,Sharjah Art Museum
Hassan Massoudy,Sharjah Art Museum
Karin Sander,Sharjah Art Museum
Lawrence Weiner,Sharjah Art Museum
Mounir Al-Shaarani,Sharjah Art Museum
Sheela Gowda,Sharjah Art Museum
Abdullah Al Saadi,Sharjah Biennial
Adele Ne Jame,Sharjah Biennial
Agnes Janich,Sharjah Biennial
Ahmed El Attar,Sharjah Biennial
Ahmed Mater,Sharjah Biennial
Alberto Duman,Sharjah Biennial
Amir H. Fallah,Sharjah Biennial
Ana Vidigal,Sharjah Biennial
Anawana Haloba,Sharjah Biennial
Ayşe Erkmen,Sharjah Biennial
Bakr Sheikhoon,Sharjah Biennial
Basma Al Sharif,Sharjah Biennial
CAMP,Sharjah Biennial
Dan Brault,Sharjah Biennial
David Spriggs,Sharjah Biennial
Doris Bittar,Sharjah Biennial
Doug Henders,Sharjah Biennial
Elena Kovylina,Sharjah Biennial
Eugenio Dittborn,Sharjah Biennial
Eungie Joo,Sharjah Biennial
Fernando José Pereira,Sharjah Biennial
Firoz Mahmud,Sharjah Biennial
Giuseppe Moscatello,Sharjah Biennial
Gulnara Kasmalieva,Sharjah Biennial
Haig Aivazian,Sharjah Biennial
Hala Elkoussy,Sharjah Biennial
Hamra Abbas,Sharjah Biennial
Haris Epaminonda,Sharjah Biennial
Hayv Kahraman,Sharjah Biennial
Hiroyuki Masuyama,Sharjah Biennial
Jalal Toufic,Sharjah Biennial
Jane & Louise Wilson,Sharjah Biennial
Jawad Al Malhi,Sharjah Biennial
Jayce Salloum,Sharjah Biennial
"Jean-Luc Moulène ",Sharjah Biennial
José Luis Martinat,Sharjah Biennial
Juan Araujo,Sharjah Biennial
Karin Sander,Sharjah Biennial
Lamia Joreige,Sharjah Biennial
Lamya Gargash,Sharjah Biennial
Lani Maestro,Sharjah Biennial
Lara Favaretto,Sharjah Biennial
Laurent Grasso,Sharjah Biennial
Lawrence Weiner,Sharjah Biennial
Lili Dujourie,Sharjah Biennial
Liliana Porter,Sharjah Biennial
Maha Maamoun,Sharjah Biennial
Maider López,Sharjah Biennial
Marcel Odenbach,Sharjah Biennial
Mariam Ghani,Sharjah Biennial
Mario Rizzi,Sharjah Biennial
Marwan Rechmaoui,Sharjah Biennial
Melik Ohanian,Sharjah Biennial
Melissa Chimera,Sharjah Biennial
Michael Rakowitz,Sharjah Biennial
Moataz Nasr,Sharjah Biennial
Mona Hatoum,Sharjah Biennial
Mounira Al Solh,Sharjah Biennial
Muratbek Djumaliev,Sharjah Biennial
N.S. Harsha,Sharjah Biennial
Nida Sinnokrot,Sharjah Biennial
Nika Oblak,Sharjah Biennial
Nikolaj Bendix,Sharjah Biennial
Primož Novak,Sharjah Biennial
Raeda Saadeh,Sharjah Biennial
Rashid Masharawi,Sharjah Biennial
Reem Al Ghaith,Sharjah Biennial
Rula Halawani,Sharjah Biennial
Samira Badran,Sharjah Biennial
Sharif Waked,Sharjah Biennial
Sheela Gowda,Sharjah Biennial
Simryn Gill,Sharjah Biennial
Sophie Ernst,Sharjah Biennial
Suzanne Cotter,Sharjah Biennial
Tarek Atoui,Sharjah Biennial
Taysir Batniji,Sharjah Biennial
Valeska Soares,Sharjah Biennial
Waheeda Malullah,Sharjah Biennial
Yonamine,Sharjah Biennial
Youssef Abdelkė,Sharjah Biennial
Ayman Ramadan,Sharqiya
Mounir Al-Shaarani,Shawqi Museum
Farhad Ahrarnia,Sheffield
Haris Epaminonda,Sheffield
"Haroon Mirza ",Sheffield
Farhad Ahrarnia,Sheffield Hallam University
"Charwei Tsai ",Sherman Contemporary Art Foundation
Shiro Takatani,Shiga
Farhad Ahrarnia,Shiraz
Farhad Moshiri,Shiraz
Seigen Ono,Shiro Takatani
Ziad Dalloul,Shoman Foundation
Lee Kit,Shop
Wang Jianwei,Sichuan
Adele Ne Jame,Sierra Club
Mark Lombardi,Silent Partners
Rania Stephan,Simone Bitton
Jessica Mein,Simon Preston Gallery
Meriç Algün Ringborg,Simon Rees & Bärbel Vischer
"SUPERFLEX ",Simon Starling
Shinichiro Ogata,Simplicity
Agnes Janich,Singapore
"Charwei Tsai ",Singapore
Dirk Fleischmann,Singapore
Ebtisam Abdulaziz,Singapore
Golnaz Fathi,Singapore
Heman Chong,Singapore
Simryn Gill,Singapore
Tintin Wulia,Singapore
Younès Rahmoun,Singapore
Yuko Hasegawa,Singapore Art Museum
Alfredo Aquilizan,Singapore Biennale
Faisal Samra,Singapore Biennale
Heman Chong,Singapore Biennale
Isabel Aquilizan,Singapore Biennale
N.S. Harsha,Singapore Biennale
"SUPERFLEX ",Singapore Biennale
Tiffany Chung,Singapore Biennale
Ana Torfs,Sint-Lukas University College of Art
Shilpa Gupta,Sir J. J. School
Nadia Ayari,Skowhegan School of Painting
Karim Aïnouz,Sky
Tony Chakar,Sky
Nikolaj Bendix,Skyum Larsen
Ola Hejazi,Slade
Mona Hatoum,Slade School of Art
Derek Ogbourne,Slade School of Fine Art
Erkka Nissinen,Slade School of Fine Art
Nikolaj Bendix,Slade School of Fine Art
Rana Begum,Slade School of Fine Art
Sara Naim,Slade School of Fine Art
Mario Rizzi,Slade School of Fine Arts
Jessica Mein,Sliced Sky
Marcel Odenbach,Slought Foundation
Khaled Jarrar,Slovakia
Mohamed Abdelkarim,Slovakia
Angela Harutyunyan,Slovenia
Nika Oblak,Slovenia
Primož Novak,Slovenia
Waheeda Malullah,Slovenia
Walid Siti,Slovenia
Ayman Ramadan,Smart Museum of Art
The Ministry for State Security (Ministerium für Staatssicherheit),Socialist Unity Party of Germany
Aras Özgün,Social Research University
Fahd Al-Hijilan,Society of Culture
Ahmad Amin Nazar,Society of Painters
Elias Zayat,Sofia
Solange Farkas,Solange Oliveira
"SUPERFLEX ",Sol LeWitt
Valeska Soares,Solomon Guggenheim Museum
Agnes Janich,Solothurn
Tom Molloy,Solstice Arts Centre
Nastaran Safaei,Sooreh University
Solange Farkas,Sophie Calle
Eungie Joo,Sora Kim
"Jean-Luc Moulène ",Sorbonne University
Yonamine,SOSO arte
Hanan Abdullah Bahamdan,Sotheby's
Naeem Mohaiemen,Sound
Hasan and Husain Essop,South Africa
Rasheed Araeen,South Africa
Susan Hefuna,South Africa
Hasan and Husain Essop,South African
Jenna Bass,South African
Juan Araujo,South America
Liliana Porter,South America
Shafic Abboud,South America
"SUPERFLEX ",South America
Rasheed Araeen,Southampton University
Sharif Waked,South Brisbane
David Spriggs,Southern Alberta
Doris Bittar,Southern California
Alfredo Aquilizan,South Korea
"Angelica Mesiti ",South Korea
Bae Young-whan,South Korea
CAMP,South Korea
Dirk Fleischmann,South Korea
Fatima Al Qadiri,South Korea
Golnaz Fathi,South Korea
Heman Chong,South Korea
Isabel Aquilizan,South Korea
Ismaïl Bahri,South Korea
Liu Wei,South Korea
Lize Mogel,South Korea
Moataz Nasr,South Korea
Nika Oblak,South Korea
Primož Novak,South Korea
Rabih Mroué,South Korea
Rasheed Araeen,South Korea
Shilpa Gupta,South Korea
Tiffany Chung,South Korea
Tintin Wulia,South Korea
Wang Jianwei,South Korea
Bae Young-whan,South KoreaLives
Derek Ogbourne,South London
Melik Ohanian,South London
"SUPERFLEX ",South London
Daniel Garcia,South Texas
Andrei Ujică,Soviet Union
Derek Ogbourne,Space International
Abbas Akhavan,Spain
Abdulhalim Radwi,Spain
Agnes Janich,Spain
Amina Menia,Spain
"Basim Magdy ",Spain
Derek Ogbourne,Spain
Fernando José Pereira,Spain
Gulnara Kasmalieva,Spain
Hamra Abbas,Spain
Heman Chong,Spain
Jane & Louise Wilson,Spain
Juan Araujo,Spain
Kader Attia,Spain
Khaled Sabsabi,Spain
Lani Maestro,Spain
Latifa Echakhch,Spain
Lili Dujourie,Spain
Magdi Mostafa,Spain
Mahmoud Refat,Spain
Maider López,Spain
Mohamed El Mahdaoui,Spain
Mona Marzouk,Spain
Mouna Karray,Spain
mounir fatmi,Spain
Mounira Al Solh,Spain
Muratbek Djumaliev,Spain
Nida Sinnokrot,Spain
Noha Faoud Al-Ghalib,Spain
Raed Yassin,Spain
Rika Noguchi,Spain
Ryoji Ikeda,Spain
Samira Badran,Spain
Sara Ramo,Spain
Shalima Sharbatli,Spain
Sharif Waked,Spain
Shiro Takatani,Spain
Simon Fujiwara,Spain
"SUPERFLEX ",Spain
Susan Hefuna,Spain
Tiffany Chung,Spain
Valeska Soares,Spain
Waheeda Malullah,Spain
Yonamine,Spain
Rabih Mroué,Spalding
Abdelfattah Kilito,Spanish
Julia Meltzer,Spanish
Manal Dowayan,Spanish
Tanbak,Spanish
Pascal Hachem,Spatial Design
Fred Eerdekens,Spencer Brownstone
Agnes Janich,Spital
Ana Torfs,Sprengel Museum
Bjørn Melhus,Sprengel Museum Hanover
Judith Barry,Spring 2010
Samer Omran,Spring Festival
Sam Shalabi,Squint Fucker Press
Setareh Shahbazi,St. Barbara
Rasheed Araeen,St. Katherine
Bijoy Jain,St. Louis
Elizabeth Peyton,St. Louis
Hend Al-Mansour,St. Paul
Gulnara Kasmalieva,St. Petersburg
Muratbek Djumaliev,St. Petersburg
Hiroyuki Masuyama,Staatliches Museum Schwerin
Neda Razavipour,Stage Design
Ala Ebtekar,Stanford University
Ali Jabri,Stanford University
Wafaa Bilal,Stanford University
Eduard Puterbrot,State
Setareh Shahbazi,State Academy for Art and Design
Eduard Puterbrot,State Central Theatre Museum
Érik Bullot,State University of New York
