Source,Target
Wael Shawky,2011
Wang Jianwei,2011
Yang Fudong,2011
Yazan Khalili,2011
Yuko Hasegawa,2011
Zineb Sedira,2011
Abbas Akhavan,2012
Ahmad Amin Nazar,2012
Ahmed Mater,2012
Ala Ebtekar,2012
Alfredo Aquilizan,2012
Alfredo Jaar,2012
Amar Kanwar,2012
Amina Menia,2012
Ana Torfs,2012
Anawana Haloba,2012
Andreas Gursky,2012
"Angelica Mesiti ",2012
Anri Sala,2012
"Apichatpong Weerasethakul ",2012
Artur Żmijewski,2012
Ayman Ramadan,2012
Bae Young-whan,2012
"Basim Magdy ",2012
"Basir Mahmood ",2012
Basmah Felemban,2012
Bijoy Jain,2012
Burak Arikan,2012
CAMP,2012
Carlos  Amorales,2012
Carsten Höller,2012
Cevdet Erek,2012
"Charwei Tsai ",2012
David Claerbout,2012
Dirk Fleischmann,2012
Eungie Joo,2012
Fred Eerdekens,2012
Fumito Urabe,2012
Gabriel Lester,2012
Graziella Rizkallah Toufic,2012
Gulnara Kasmalieva,2012
Hala Elkoussy,2012
Halla Bint Khalid,2012
"Haroon Mirza ",2012
Heman Chong,2012
Hesam Rahmanian,2012
Hu Xiangqian,2012
Iman Raad,2012
Isabel Aquilizan,2012
Ismaïl Bahri,2012
Işıl Eğrikavuk,2012
Jananne Al-Ani,2012
Jayce Salloum,2012
"Jean-Luc Moulène ",2012
Jun Yang,2012
Kazuyo Sejima,2012
Khaled Jarrar,2012
Lamia Joreige,2012
Latifa Echakhch,2012
Lee Kit,2012
Liu Wei,2012
Luz Maria Bedoya,2012
"Lúcia Koch ",2012
Marcel Odenbach,2012
Mario Rizzi,2012
Marwan Rechmaoui,2012
Melik Ohanian,2012
Meriç Algün Ringborg,2012
Michael Rakowitz,2012
Minouk Lim,2012
Moataz Nasr,2012
Moayad Hakim,2012
Mohamed Abdelkarim,2012
Mohamed Ali Fadlabi,2012
Mona Marzouk,2012
Muratbek Djumaliev,2012
Nasir Nasrallah,2012
Nevin Aladag,2012
Niyaz-Azadikhah,2012
Olafur Eliasson,2012
Otobong Nkanga,2012
Pablo Lobato,2012
Panos Tsagaris,2012
Pascale Marthine Tayou,2012
Pouran-Jinchi,2012
Pouya Parsamagham,2012
Raqs Media Collective,2012
Rasheed Araeen,2012
Ravi Agarwal,2012
Runa Islam,2012
Ryoji Ikeda,2012
Sara Ramo,2012
Setareh Shahbazi,2012
Shahrzad Changalvaee,2012
Shahzia Sikander,2012
Sherin Guirguis,2012
Shiro Takatani,2012
Simon Fujiwara,2012
"SUPERFLEX ",2012
Susan Hefuna,2012
Taus Makhacheva,2012
Thilo Frank,2012
Thomas Demand,2012
Tiffany Chung,2012
Tintin Wulia,2012
Trisha Donnelly,2012
Valia Fetisov,2012
Wael Shawky,2012
Wissam Shawkat,2012
Yazan Khalili,2012
YOVO! YOVO!,2012
Zineb Sedira,2012
Susan Hefuna,2012/13
Abbas Akhavan,2013
Abdullah Al Saadi,2013
Ahmed Mater,2013
Ala Ebtekar,2013
Amina Menia,2013
Ammar Al Attar,2013
Andreas Gursky,2013
"Basim Magdy ",2013
Doa Aly,2013
Elizabeth Peyton,2013
Fred Eerdekens,2013
Haleh Redjaian,2013
"Haroon Mirza ",2013
Hesam Rahmanian,2013
Hrair Sarkissian,2013
Jananne Al-Ani,2013
Jesper Just,2013
Latifa Echakhch,2013
Marwan Rechmaoui,2013
mentalKLINIK,2013
Meriç Algün Ringborg,2013
Miki Kasahara,2013
Mohammed Kazem,2013
Nadia Ayari,2013
Niyaz-Azadikhah,2013
Panos Tsagaris,2013
Pouran-Jinchi,2013
Rasheed Araeen,2013
Ryoji Ikeda,2013
Sherin Guirguis,2013
"Sille Storihle ",2013
Susan Hefuna,2013
Taus Makhacheva,2013
Wael Shawky,2013
Zineb Sedira,2013
Wael Shawky,2013-2014
Abbas Akhavan,2014
Ala Ebtekar,2014
Eungie Joo,2014
Hesam Rahmanian,2014
Meriç Algün Ringborg,2014
Nadia Ayari,2014
Nargess Hashemi,2014
Niyaz-Azadikhah,2014
Susan Hefuna,2014
Haleh Redjaian,2015
Niyaz-Azadikhah,2015
Heman Chong,2020
Heman Chong,2020-2096
Khaled Al-Faisal,20 June 2010
Meriç Algün Ringborg,21 Mar
Meriç Algün Ringborg,"27 June, 2014"
Ola Hejazi,27 May 2010
Saeed Salem,27 May 2010
Meriç Algün Ringborg,28 Mar
Meriç Algün Ringborg,30 Mar
Meriç Algün Ringborg,30 May
Jürgen Böttcher,45
Eungie Joo,5 June 2015
Eungie Joo,5 March
Meriç Algün Ringborg,7 Dec
Abdullah Al-Ogaili,8 May 2013
Meriç Algün Ringborg,"9 June, 2014"
Daniel Garcia,Abbas Kiarostami
Rania Attieh,Abbas Kiarostami
Bob Landry,Abdul Aziz
David Douglas Duncan,Abdul Aziz
Fahda bint Saud,Abdul Aziz
Nasser Al Maimoon,Abdullah Riza
Saeed Salem,Abdul Latif
Samah Hijawi,Abdul Nasser
Abdulnasser Al-Amri,Abdulnasser Gharem
Meriç Algün Ringborg,Adam Carr
Adele Ne Jame,Adele NeJame
Melissa Chimera,Adele NeJame
Pouya Parsamagham,Ahmad Amin-Nazar
Lulwah Al-Homoud,Ahmed Moustafa
Laurent Grasso,Akbank Sanat
Ahmed Felemban,Al-Aajam
Faisal Samra,Al-Adha
Abdullah Al Saadi,Al Ain
Samiah Khashoggi,Al-Alamya
Ziad Antar,al-Arabiya
Sulayman Al Bassam,al Athar
Mohammed Al Ghamdi,Al Baha
Musaed Alhulis,Al Baha
Ebtisam Abdulaziz,Al Bastakiya
Ali Al-Tokhais,Al-Dawadmi
Mounir Al-Shaarani,Al Dirany
Jamal Al Kebasi,Al Dori
Manal Al Dowayan,Al-Dowayan
Yazan Khalili,Alessandro Petti
Doa Aly,Aleya Hamza
Edward Said,Al Feneiq
Amino Belyamani,Alfred Ladzekpo
Isabel Aquilizan,Alfredo Juan
Isabel Aquilizan,Alfredo Juan Aquilizan
Ninar Esber,Al Funun
Rula Halawani,Al Funun
Hani Alireza,Al-Ghalayini
Eiman Elgibreen,Al Hada
Sulayman Al Bassam,Al-Hamlet
Jawad Al Malhi,Al Hoash
Sama Alshaibi,Al Hoash
Samira Badran,Al Hoash
Mai Al Ibrashy,al-Ibrashy
Mai Al Ibrashy,Al-Ibrashy
Gilbert Hage,Alice Mogabgab
Huda Lutfi,al-Imam
Sulayman Al Bassam,al Islamiyyah
Mahdi Al Jeraibi,Al Jeraibi
Mahdi Al Jeraibi,Al-Jeraibi
Jamal Al Kebasi,Al Jubail
Abdullah Al-Mazrook,Al-Khobar
Abdullah Hammas,Al-Khobar
Ahmad Konash,Al-Khobar
Badriya Nasser,Al-Khobar
EFFAT ABDULLAH FADAG,Al-Khobar
Ghada Al-Hassan,Al-Khobar
Hussein Al-Mohasen,Al-Khobar
EFFAT ABDULLAH FADAG,Al-Khober
Taha Al-Sabban,Al Khozama
Ahmed Felemban,Al-Khuzaim
Safeya Binzagr,Al-Mahmal
Jawad Al Malhi,Al Malhi
Waheeda Malullah,Al Manama
Ali Al-Ruzaiza,Al Mansouria
Mahdi Al Jeraibi,Al Mansouria
Faisal Samra,Al-Mansouria
Shadia Alem,Al-Mansouria
Taha Al-Sabban,Al-Mansouria
Khaled Hourani,Al Matal
Saud Al-Duribi,Al-Miftaha
Ahmad Angawi,Al Mizan
Abdullah Al-Ogaili,Al Mohtaraf
Kameel Hawa,Al-Mohtaraf
Marwan Rechmaoui,Al-Murr
Nasser Al-Salem,Al Nasser
Susan Hefuna,Al Nitaq
Waheeda Malullah,Al Riwaq
Abdullah Al-Ogaili,Al Salam
Mounir Al-Shaarani,Al Salamiya
Ahmed Felemban,Al-Saquabi
Baseem Al Sharqi,Al Sharqi
Halla Bint Khalid,Al Shuyook
Mounira Al Solh,Al Solh
Noha Faoud Al-Ghalib,Al-Thani
Ali Al-Ruzaiza,Al-Washim
Mustapha Benfodil,Al-Watan
Ana Vidigal,Amadeo de Souza-
Ahmad Amin Nazar,Amin Nazar
Lamya Gargash,Am Rein
Meriç Algün Ringborg,Andreas Huber
Baseem Al Sharqi,Andy Warhol
"Angelica Mesiti ",Angelica Mesiti
"Kamarstudios ",Aniko Boehler
Saloua Raouda Choucair,Ann Coxon
Meriç Algün Ringborg,Anne Barlow
Rasheed Araeen,Anthony Caro
Doa Aly,Antje Weitzel
Lara Favaretto,Antonio Ratti
Marcel Odenbach,Anton Kern Gallery
Eungie Joo,Anton Vidokle
Rabih Mroué,April
Shafic Abboud,April 2004
Ayman Yossri Daydban,April 2009
Lulwah Al-Homoud,April 2009
Reem Al Ghaith,April 2009
Abdelkader Benchamma,April 2011
Sean Gullette,Aronofsky
Jananne Al-Ani,Arthur M. Sackler
Minouk Lim,Arthur M. Sackler
Pouran-Jinchi,Arthur M. Sackler
Hatem Imam,Atfal Ahdath
Vartan Avakian,Atfal Ahdath
Omar Rajeh,Autumn Dance
Niyaz-Azadikhah,Azadikhah
Yusef A. Lateef,Babatunde
Maalem Abdelkébir Merchane,Bakbou Sam
Yusef A. Lateef,Barry Harris
Naeem Mohaiemen,Ben Davis
Jem Cohen,Benjamin Smoke
Meriç Algün Ringborg,Bettina Pehrsson
Fateh Moudarres,between 1954 and 1960
Elias Zayat,between 1956 and 1960
Samah Hijawi,between 1958 and 1967
Bahman Mohassess,between 1964 and 1968
Fateh Moudarres,between 1969 and 1972
Marcel Odenbach,between 1974 and 1979
Shinichiro Ogata,Between 2003 and 2007
Omar Berrada,Between 2004 and 2007
Mounira Al Solh,Between 2006 and 2008
Omar Berrada,between 2006 and 2009
Ninar Esber,between 2008 and 2010
Angela Harutyunyan,Between 2009 and 2010
Naeem Mohaiemen,Brian Boucher
Mona Marzouk,Bride Stripped
Elena Kovylina,Brigitte Bardot
"Kamarstudios ",Brigitte Perkins
Derek Ogbourne,Brigitte Schenk
Shohreh Mehran,Brigitte Schenk
Thilo Frank,Calder Saché
Manal Al Dowayan,Camille Zakharia
Carlos  Amorales,Carlos Amorales
Bahar Behbahani,Carrie Springer
Hiroyuki Masuyama,Caspar David Friedrich
Ramin Haerizadeh,Cassia Assia
Youssef Nabil,Catherine Deneuve
Ayreen Anastas,CCA Glasgow
Meriç Algün Ringborg,Cecilia Widenheim
Shiro Takatani,Chambre Claire
Doa Aly,Chang Tsong-zung
Dirk Fleischmann,Charles Lim
Yusef A. Lateef,Charles Mingus
Romeo Castellucci,Chiara Guidi
Doa Aly,Chris Dercon
Steve Reinke,Chris Gehman
Abdelkader Benchamma,Christian Bernard
Kazuyo Sejima,Christian Dior
Ammar Bouras,Christian Lecompte
Monika Börgmann,Christian Phalange
Eva Meyer-Keller,Christine De Smedt
Ziad Dalloul,Claude Bernard
Shafic Abboud,Claude Monet
Edward Said,Claus Prize
Giuseppe Moscatello,Contemporanea
Imran Qureshi,Corvi Mora
Setareh Shahbazi,Crystal Series
Yusef A. Lateef,Curtis Fuller
Meriç Algün Ringborg,Daniel Birnbaum
Rania Attieh,Daniel Garcia
Sean Gullette,Daniel Shore
Rimini Protokoll,Daniel Wetzel
Amino Belyamani,Darek Oles
Sean Gullette,Darren Aronofsky
Sam Shalabi,David Kristian
Youssef Nabil,David Lachapelle
Heman Chong,David Reinfurt
Julia Meltzer,David Thorne
Ali Al-Tokhais,December
Tarek Halaby,December 2010
Basmah Felemban,December 2011
Solange Farkas,December 2011
Sahand Hesamiyan,Delfina Entrecanales
Giuseppe Moscatello,della Sapienza
Yazid Oulab,des Abattoirs
Ahmed Felemban,Dia Aziz Dia
Maha Al-Khalawi,Dia Aziz Dia
Jem Cohen,DJ Rupture
Gulnara Kasmalieva,Djumaliev
Yusef A. Lateef,Donald Byrd
YOVO! YOVO!,Doris Margarete
Naeem Mohaiemen,Doug Ashford
Niyaz-Azadikhah,Eden
Panos Tsagaris,EDEN
Doa Aly,Edit Molnar
Başak Ertür,Edward Said
Eyal Weizman,Edward Said
David Douglas Duncan,Edward Steichen
Yto Barrada,Ellen Auerbach
Sean Gullette,Emile Hirsch
Murtaza Vali,Emily Jacir
Mariam Ghani,Erin Ellen Kelly
Yusef A. Lateef,Ernie Farrell
Mohamed Bourouissa,Eugene Delacroix
Sara Ramo,Eva Klabin
Nil Yalter,Fabienne Dumont
Giuseppe Moscatello,Fabio Mauri
Pouya Parsamagham,Farshid Maleki
Faisal Khudaidi,February 2009
Zaina Zahid,February 2009
Saloua Raouda Choucair,Fernand Léger
Susan Hefuna,Florence Guerlain
Mohamed Bourouissa,Florence Paradéis
Liliana Porter,Florencia Bazzano-
Fernando José Pereira,Franca de Xira
Meriç Algün Ringborg,Francesca Minini
Carsten Nicolai,Frank Bretschneider
Meriç Algün Ringborg,Fredrik Liew
Susan Hefuna,Fred Tomaselli
Ola Hejazi,Frida Kahlo
Haleh Redjaian,Friday
Fahda bint Saud,from 1953 to 1964
Hans Haacke,from 1967 to 2002
Nil Yalter,from 1976 to 1980
Samira Badran,from 1978 to 1982
Doug Ashford,from 1982 to 1996
Adrian Paci,From 1987 to 1991
Liliana Porter,from 1991 to 2007
Abdullah Al Saadi,From 1994 to 1996
Liliana Porter,from 1994 to 2004
Ninar Esber,from 1995 to 2000
Kader Attia,from 1996 to 1998
Adila Laidi-Hanieh,From 1996 to 2005
Setareh Shahbazi,From 1997 to 2003
Eungie Joo,from 2003 to 2007
Mona Marzouk,From 2005 to 2013
Jun Yang,from 2007 to 2010
Shiro Takatani,Fujiko Nakaya
Luz Maria Bedoya,Gabriela Mistral
Doa Aly,Gao Shiming
Nevin Aladag,George Maciunas
Sulayman Al Bassam,Georgina Van Welie
Marcel Odenbach,Gisela Capitain
Muratbek Djumaliev,Gulnara Kasmalieva
Mona Hatoum,Guy Brett
Meriç Algün Ringborg,Habib Engqvist
Eungie Joo,Haegue Yang
Lara Favaretto,Hamilton Fulton Visiting
Bob Landry,Hamlin Baker
Simone Fattal,Hans Spinner
Andrei Ujică,Harun Farocki
Jamal Al Kebasi,Hashim Mohammad Al
Amino Belyamani,Hassan Hakmoun
Mohammed Kazem,Hassan Sharif
Atfal Ahdath,Hatem Imam
Simryn Gill,Heide Museum
Meriç Algün Ringborg,Helena Holmberg
Haleh Redjaian,Henry Kleine
Almagul Menlibayeva,Herbert F. Johnson
Pouran-Jinchi,Herbert F. Johnson
Yusef A. Lateef,Herbie Fields
Amino Belyamani,Houman Pourmehdi
Huda Totonji,Huda Totonja
Yusef A. Lateef,Hugh Lawson
Emily Jacir,Hugo Boss
Yuko Hasegawa,Hugo Boss
Marilou Lemmens,Ibghy
Alfredo Aquilizan,Isabel Aquilizan
Simryn Gill,Isabel Carlos
Yonamine,Isabel Carlos
Shalima Sharbatli,Jacoba van Heemskerk
Meriç Algün Ringborg,Jacob Fabricius
Oraib Toukan,Jacob Javitz
Naeem Mohaiemen,Jacques Rancière
"SUPERFLEX ",Jakob Fenger
Gilbert Hage,Jalal Toufic
Graziella Rizkallah Toufic,Jalal Toufic
Omar Berrada,Jalal Toufic
Ala Ebtekar,James Gallery
Eyal Weizman,James Stirling Memorial
Jane & Louise Wilson,Jane Wilson
Meriç Algün Ringborg,Jan Hoet
Balufu Bakupa Kanyinda,January 1961
Jenna Bass,January 2010
Youssef Nabil,Jean-Paul Gaultier
Maalem Abdelkébir Merchane,Jean Philippe Rykiel
Meriç Algün Ringborg,Jens Hoffmann
Sean Gullette,Jeremy Irons
Eva Meyer-Keller,Jerome Bel
Saloua Raouda Choucair,Jessica Morgan
Seigen Ono,Joe Jackson
Meriç Algün Ringborg,Johannes Lekkerkerk
Seigen Ono,John Zorn
Marcel Odenbach,Joseph Beuys
Solange Farkas,Joseph Beuys
Marcel Odenbach,Jüdisches Leben
Başak Ertür,Judith Butler
Meriç Algün Ringborg,Julia Greber
Meriç Algün Ringborg,Juliana Engberg
Carlos  Amorales,Julian Lede
Jessica Mein,Julia Stoschek
Abbas Kiarostami,Juliette Binoche
Abdul Ghafur Sheikh,July 1953
"Sille Storihle ","Jumana Manna "
Cevdet Erek,Jun
Hans Haacke,June Paik
Solange Farkas,June Paik
Fred Eerdekens,K. Ghent
Ahmed Felemban,Kamal Al-Muallim
Zineb Sedira,Kamel Mennour
Eungie Joo,Kara Walker
Maalem Abdelkébir Merchane,Karim Ziad
Carsten Nicolai,Karl-Marx-
Muratbek Djumaliev,Kasmalieva
Ahmed El Attar,K Darwin
Eungie Joo,Keith Haring
Yusef A. Lateef,Kenny Burrell
Jayce Salloum,Khadim Ali
"Kamarstudios ",Khalid Içame
Sean Gullette,Kristin Scott Thomas
Amino Belyamani,Larry Koonse
Aisha Khalid,last decade
Jumana Emil Abboud,last decade
Rashid Masharawi,last twenty years
Carsten Höller,last two decades
Pouya Parsamagham,last year
Lawrence Weiner,Laurence Weiner
Alexis Bhagat,Lauren Rosati
Jananne Al-Ani,Le Bal
Heman Chong,Leif Magne
Ala Ebtekar,Leila Heller
Basmah Felemban,Leonardo da
Youssef Nabil,Leon Boyadjian
Rabih Mroué,Lina Saneh
Tom Molloy,Lora Reynolds
Nil Yalter,Lord Byron Meets
Murtaza Vali,Lori Ledis
Reem Al Ghaith,Louisa Buck
Jane & Louise Wilson,Louise Wilson
Yusef A. Lateef,Louis Hayes
Jem Cohen,Luc Sante
Luz Maria Bedoya,Luz María
Zaman M Jassim,M. Jassim
Simryn Gill,M.K. Ghandi
Raeda Saadeh,M. Qattan
Karim Aïnouz,Madame Satã
Fred Eerdekens,Magda Danysz
Meriç Algün Ringborg,Maja Wismer
Meriç Algün Ringborg,Manuela Moscoso
Laurent Grasso,Marcel Duchamp
Saâdane Afif,Marcel Duchamp
Abbas Akhavan,Marcelino Botín
Basma Al Sharif,Marcelino Botín
Adila Laidi-Hanieh,March 2009
Hanan Al-Faisal,March 2009
Romeo Castellucci,March 2011
João Vasco Paiva,March 2012
Lee Kit,March 2012
Minouk Lim,March 2012
Yuk King Tan,March 2012
Bob Landry,"March 5, 1945"
Lani Maestro,MARCO
Meriç Algün Ringborg,Maria Lind
Ayşe Erkmen,Maria Sibylla
Richard Ibghy,Marilou Lemmens
Doa Aly,Marina Sorbello
Youssef Nabil,Mario Testino
Heman Chong,Mark Aerial
Yuko Hasegawa,Marlene Dumas
YOVO! YOVO!,Martina Mahlknecht
YOVO! YOVO!,Martina Mahlknechtb
YOVO! YOVO!,Martin Prinoth
YOVO! YOVO!,Martin Prinothb
Ramin Haerizadeh,Massoud Massoumi
Meriç Algün Ringborg,Mats Stjernstedt
Yuko Hasegawa,"Matthew Barney "
Ana Torfs,Maurice Maeterlinck
Mai Al Ibrashy,May
Rasheed Araeen,May
Abdulnasser Al-Amri,May 2008
Ahmed Felemban,May 2008
Bob Landry,"May 31, 1942"
"Angelica Mesiti ",MCA Collection
Adele Ne Jame,Melissa Chimera
Seigen Ono,Merry Christmas
Suzanne Cotter,Michael Clark
Carsten Nicolai,Michael Nyman
Noura Bouzo,Michael Porter
Youssef Nabil,Michael Stevenson
Tarek Halaby,Miguel Gutierrez
Carsten Nicolai,Mika Vainio
Elizabeth Peyton,Mildred Lane
Yusef A. Lateef,Miles Davis
Yusef A. Lateef,Milt Jackson
Maha Malluh,Minnie Mouse
Carsten Höller,Miriam Bäckström
Mohamed Bourouissa,Mohammed Bourouissa
Mohamed El Mahdaoui,Mohammed El
Bahman Mohassess,Mohammed Habib Mohammedi
Jessica Mein,Mohammed Kazem
Abbas Akhavan,Mona Hatoum
Safeya Binzagr,Mona Lisa
Baseem Al Sharqi,Mona Liza
Mohamed Ali Fadlabi,Monday
Nadia Ayari,Monica DeCardenas
Raqs Media Collective,Monica Narula
Seigen Ono,Monte Carlo
Nadia Ayari,Monya Rowe
Tarek Atoui,Mort Aux
Meriç Algün Ringborg,MOSTYN
Ziad Antar,Mozart
Seigen Ono,Mr. Lawrence
Noma Omran,Muhammad Qadri
Hanan Abdullah Bahamdan,Muhammad Sabri
Gulnara Kasmalieva,Muratbek Djumaliev
Carlos  Amorales,Museo Amparo
Rasha Salti,Myrtle Winter Chaumeny
Rabih Mroué,Nancy Wished
Adele Ne Jame,Naomi Shihab
Hamra Abbas,NCA Gallery
Liliana Porter,NEA Regional
Miki Kasahara,New Year
Ravi Agarwal,NGO Toxics
Alexander Markov,Nick Teplov
Shafic Abboud,Nicolas de Staël
Meriç Algün Ringborg,Nigel Prince
Primož Novak,Nika Oblak
Sean Gullette,Nikolai Kinski
Kazuyo Sejima,Nishizawa
David Douglas Duncan,Nobleman Faisal
Sahand Hesamiyan,Noor Exhibition
David Douglas Duncan,November 1953
Ahmed Felemban,November 2007
Eman Jibreen,November 2008
Manal Al-Harbi,November 2008
Abbas Kiarostami,November 2010
Ahmed Foula,November 2010
Eva Meyer-Keller,November 2010
Iman Issa,November 2010
Maha Maamoun,November 2010
Mahmoud Refat,November 2010
Nacera Belaza,November 2010
Rabih Mroué,November 2010
Raed Yassin,November 2010
Samer Omran,November 2010
Shinichiro Ogata,November 2010
Jessica Mein,November 2013
Fahd Al-Khalif,"November 4, 2010"
Maha Al-Khalawi,"November 9, 2009"
Raeda Saadeh,O.K Centre
Golnaz Fathi,October
Solange Farkas,October
Saâdane Afif,October 2009
Abdelfattah Kilito,October 2010
Adele Ne Jame,October 2010
Agnes Janich,October 2010
Ahmed El Attar,October 2010
Alberto Duman,October 2010
Ali Jabri,October 2010
Amir H. Fallah,October 2010
Ana Vidigal,October 2010
Ayreen Anastas,October 2010
Ayşe Erkmen,October 2010
Basma Al Sharif,October 2010
David Spriggs,October 2010
Doris Bittar,October 2010
Doug Henders,October 2010
Elena Kovylina,October 2010
Eugenio Dittborn,October 2010
Fernando José Pereira,October 2010
Firoz Mahmud,October 2010
Giuseppe Moscatello,October 2010
Hamra Abbas,October 2010
Haris Epaminonda,October 2010
Hayv Kahraman,October 2010
Hiroyuki Masuyama,October 2010
Jane & Louise Wilson,October 2010
Jawad Al Malhi,October 2010
José Luis Martinat,October 2010
Juan Araujo,October 2010
Karin Sander,October 2010
Lamya Gargash,October 2010
Lani Maestro,October 2010
Lara Favaretto,October 2010
Laurent Grasso,October 2010
Lawrence Weiner,October 2010
Lili Dujourie,October 2010
Liliana Porter,October 2010
Mai Al Ibrashy,October 2010
Maider López,October 2010
Mariam Ghani,October 2010
Melissa Chimera,October 2010
Mona Hatoum,October 2010
Monika Börgmann,October 2010
N.S. Harsha,October 2010
Nida Sinnokrot,October 2010
Nika Oblak,October 2010
Nikolaj Bendix,October 2010
Primož Novak,October 2010
Reem Al Ghaith,October 2010
Samah Hijawi,October 2010
Samira Badran,October 2010
Sharif Waked,October 2010
Sheela Gowda,October 2010
Simryn Gill,October 2010
Sophie Ernst,October 2010
Sulayman Al Bassam,October 2010
Suzanne Cotter,October 2010
Tarek Atoui,October 2010
Valeska Soares,October 2010
Waheeda Malullah,October 2010
Yonamine,October 2010
Yto Barrada,October 2010
Samiah Khashoggi,"October 21, 2008"
Amnah Alireza,"October 3, 2009"
Maha Al-Khalawi,"October 3, 2009"
Abdulhalim Radwi,"October 30, 2008"
Yusef A. Lateef,"October 9, 1920"
Pablo Lobato,O Desejo
Valeska Soares,O Grivo
Doa Aly,Okwui Enwezor
Mona Marzouk,Okwui Enwezor
Carsten Nicolai,Olaf Bender
David Douglas Duncan,Old Abdullah
Seigen Ono,Olive Tree
Abbas Kiarostami,Olive Trees
Saloua Raouda Choucair,Omar Onsi
Mustapha Benfodil,Omar Ouartilane
Youssef Nabil,Omar Sharif
Firoz Mahmud,OZU Space
Melik Ohanian,Pablo Picasso
Pascale Marthine Tayou,Pascal Marthin
Alan Bishop,past 30 years
Saba Innab,past 7 years
Jesper Just,past decade
Mohamed Ali Fadlabi,past decade
Sharif Waked,past decade
Yuk King Tan,past decade
David Spriggs,past ten years
Fred Eerdekens,past two decades
Balufu Bakupa Kanyinda,Patrice Lumumba
Jem Cohen,Patti Smith
Yusef A. Lateef,Paul Chambers
Marwan Rechmaoui,Paul Klee
Andrei Ujică,Paul Virilio
Daniel Garcia,Pearl Award
Rania Attieh,Pearl Award
Doris Bittar,Pearl Divers
Melissa Chimera,Peggy Chun
Mona Hatoum,Peters
Heman Chong,PHILIP
Shafic Abboud,Pierre Bonnard
Simryn Gill,Port Dickson
Doa Aly,Predrag Pajdic
"Haroon Mirza ",previous year
Simon Fujiwara,previous year
Emily Jacir,Prince Claus Award
Saâdane Afif,Prince Pierre
Abdelfattah Kilito,Querelle des
Atfal Ahdath,Raed Yassin
Romeo Castellucci,Raffaello Sanzio
Maha Al-Khalawi,Ramadan
Hesam Rahmanian,Ramin Haerizadeh
Daniel Garcia,Rania Attieh
Lulwah Al-Homoud,Rashid Butt
"SUPERFLEX ",Rasmus Nielsen
Yuko Hasegawa,Rebecca Horn
Murtaza Vali,Reena Saini
Ayreen Anastas,René Gabri
Marilou Lemmens,Richard Ibghy
Sulayman Al Bassam,Richard III
Melik Ohanian,Rich Mix
"Lúcia Koch ",Rio Grande
Abdulhalim Radwi,Riyadh Hewar
Ana Torfs,Roberto Rossellini
Shafic Abboud,Roger Bissière
Ayman Baalbaki,Rosa Issa
Susan Hefuna,Rose Issa
Heman Chong,Rosemary Heather
Yusef A. Lateef,Roy Eldridge
Sara Naim,Ryan McGinley
Carsten Nicolai,Ryoji Ikeda
Yuko Hasegawa,Ryoji Ikeda
Kazuyo Sejima,Ryue Nishizawa
Seigen Ono,Ryuichi
Seigen Ono,Ryuichi Sakamato
Abdelfattah Kilito,S. Hassan
Amnah Alireza,Safeya Binzagr
Lani Maestro,Saint Nicolas
Solange Farkas,Salvador
Ahmad Angawi,Sami Angawi
Fred Eerdekens,Samuel Vanhoegaerden
Yazan Khalili,Sandi Hilal
Valeska Soares,Santa Ursula
Doa Aly,Sarat Maharaj
Meriç Algün Ringborg,Saskia Neuman
Érik Bullot,Sayat Nova
Saddek Wasil,Sciences
Maider López,Sebastian
Haleh Redjaian,September
Samiah Khashoggi,September 2005
Mahdi Al Jeraibi,"September 30, 2009"
Andrei Ujică,Sergei Krikalyov
Solange Farkas,Sergio Motta
CAMP,Shaina Anand
Seigen Ono,Shiro Takatani
Rania Stephan,Simone Bitton
Jessica Mein,Simon Preston Gallery
"SUPERFLEX ",Simon Starling
Shilpa Gupta,Sir J. J. School
Nikolaj Bendix,Skyum Larsen
Jessica Mein,Sliced Sky
Solange Farkas,Solange Oliveira
"SUPERFLEX ",Sol LeWitt
Solange Farkas,Sophie Calle
Eungie Joo,Sora Kim
Yonamine,SOSO arte
Fred Eerdekens,Spencer Brownstone
Judith Barry,Spring 2010
Samer Omran,Spring Festival
Rasheed Araeen,St. Katherine
Rimini Protokoll,Stefan Kaegi
Lara Favaretto,Stephanie
Alberto Duman,Stephen Lawrence Gallery
Heman Chong,Steve Rushton
Julia Meltzer,Steve Turner
Yuk King Tan,Sue Crockford
Tarek Halaby,Sujata Goel
Abdelfattah Kilito,Sultan Al Owais
Manal Dowayan,Summer
Rika Noguchi,Sun
Ahmed Alsoudani,Sunday
Burak Arikan,SUNY Purchase
Andrei Ujică,Svetlana Alexievich
Sahand Hesamiyan,Tem Prize
Jem Cohen,Terry Riley
Yusef A. Lateef,Thad
Yang Fudong,the 1930s
Saloua Raouda Choucair,the 1940s
Bahman Mohassess,the 1950s
Saloua Raouda Choucair,the 1960s
Yusef A. Lateef,the 1960s
Hassan Sharif,the 1970s
Mona Hatoum,the 1970s
Nil Yalter,the 1970s
Saloua Raouda Choucair,the 1980s
Taha Al-Sabban,the 1980s
Abdullah Al-Mazrook,the 1990s
Akram Zaatari,the 1990s
Ammar Bouras,the 1990s
Olafur Eliasson,the 1990s
Pascale Marthine Tayou,the 1990s
Romeo Castellucci,the 1990s
Saloua Raouda Choucair,the 1990s
Sheela Gowda,the 1990s
Taysir Batniji,the 1990s
Yuko Hasegawa,the 1990s
