Source,Target
Adel Abidin,Iraq
Ahmed Alsoudani,Iraq
Başak Ertür,Iraq
Dia Al-Azzawi,Iraq
Doris Bittar,Iraq
Hassan Massoudy,Iraq
Huda Totonji,Iraq
Iman Issa,Iraq
Noma Omran,Iraq
Sama Alshaibi,Iraq
Wafaa Bilal,Iraq
Walid Siti,Iraq
Adel Abidin,Iraqi
Dia Al-Azzawi,Iraqi
Sama Alshaibi,Iraqi
Wafaa Bilal,Iraqi
Amina Menia,Ireland
Heman Chong,Ireland
Tom Molloy,Ireland
Elizabeth Peyton,Irish
Shahzia Sikander,Irish
Alfredo Aquilizan,Isabel Aquilizan
Simryn Gill,Isabel Carlos
Yonamine,Isabel Carlos
Shantia Zakerameli,Isfahan
Hamra Abbas,Islamabad
Imran Qureshi,Islamabad
Sophie Ernst,Islamabad
Ayreen Anastas,Israel
Fouad Elkoury,Israel
Oraib Toukan,Israel
Fouad Elkoury,Israeli
Khaled Jarrar,Israeli
Monika Börgmann,Israeli
Nida Sinnokrot,Israeli
Rula Halawani,Israeli
Wafa Hourani,Israeli
Zena el Khalil,Israeli
Abbas Akhavan,Istanbul
Adel Abdessemed,Istanbul
Arefeh Riahi,Istanbul
Ayşe Erkmen,Istanbul
"Basim Magdy ",Istanbul
Burak Arikan,Istanbul
Cevdet Erek,Istanbul
Graziella Rizkallah Toufic,Istanbul
Hrair Sarkissian,Istanbul
Iman Issa,Istanbul
Işıl Eğrikavuk,Istanbul
Jalal Toufic,Istanbul
Khalil Rabah,Istanbul
Laurent Grasso,Istanbul
Manal Al Dowayan,Istanbul
Mario Rizzi,Istanbul
mentalKLINIK,Istanbul
Meriç Algün Ringborg,Istanbul
Nil Yalter,Istanbul
Pascal Hachem,Istanbul
Rokni Haerizadeh,Istanbul
Runa Islam,Istanbul
Shirin Neshat,Istanbul
Susan Hefuna,Istanbul
Wafa Hourani,Istanbul
Wafa Karsha,Istanbul
Yuko Hasegawa,Istanbul
Abdelfattah Kilito,Italian
Ahmed Felemban,Italian
Ali Al-Ruzaiza,Italian
Baseem Al Sharqi,Italian
Dia Aziz Dia,Italian
Giuseppe Moscatello,Italian
Hayv Kahraman,Italian
Khaled Al-Faisal,Italian
Lara Favaretto,Italian
Runa Islam,Italian
Abdullah Al Saadi,Italy
Ahmed Felemban,Italy
Alberto Duman,Italy
Alfredo Aquilizan,Italy
Anawana Haloba,Italy
Bae Young-whan,Italy
Bahman Mohassess,Italy
Bijoy Jain,Italy
Burak Arikan,Italy
Carlos  Amorales,Italy
Carsten Höller,Italy
Chai Siri,Italy
Eduard Puterbrot,Italy
Firoz Mahmud,Italy
Fred Eerdekens,Italy
Giuseppe Moscatello,Italy
Gulnara Kasmalieva,Italy
"Haroon Mirza ",Italy
Hayv Kahraman,Italy
Heman Chong,Italy
Hiroyuki Masuyama,Italy
Isabel Aquilizan,Italy
Ismaïl Bahri,Italy
Jalal Toufic,Italy
Jesper Just,Italy
Khaled Sabsabi,Italy
Lamia Joreige,Italy
Lani Maestro,Italy
Lara Favaretto,Italy
Latifa Echakhch,Italy
Liu Wei,Italy
Luz Maria Bedoya,Italy
Magdi Mostafa,Italy
Mario Rizzi,Italy
Moataz Nasr,Italy
Monir Shahroudy Farmanfarmaian,Italy
Mouna Karray,Italy
mounir fatmi,Italy
Muratbek Djumaliev,Italy
Nida Sinnokrot,Italy
Olafur Eliasson,Italy
Pascale Marthine Tayou,Italy
Raqs Media Collective,Italy
Romeo Castellucci,Italy
Ryoji Ikeda,Italy
Sahand Hesamiyan,Italy
Sara Ramo,Italy
Shahzia Sikander,Italy
Shilpa Gupta,Italy
Shimabuku,Italy
Simon Fujiwara,Italy
Susan Hefuna,Italy
Thomas Demand,Italy
Wael Shawky,Italy
Walid Siti,Italy
Wang Jianwei,Italy
Yang Fudong,Italy
Yang Shaobin,Italy
Yazan Khalili,Italy
Zineb Sedira,Italy
Almagul Menlibayeva,Ithaca
Shalima Sharbatli,Jacoba van Heemskerk
Meriç Algün Ringborg,Jacob Fabricius
Oraib Toukan,Jacob Javitz
Naeem Mohaiemen,Jacques Rancière
Yang Shaobin,Jakarta
"SUPERFLEX ",Jakob Fenger
Gilbert Hage,Jalal Toufic
Graziella Rizkallah Toufic,Jalal Toufic
Omar Berrada,Jalal Toufic
Ala Ebtekar,James Gallery
Eyal Weizman,James Stirling Memorial
Jane & Louise Wilson,Jane Wilson
Meriç Algün Ringborg,Jan Hoet
Abdullah Al Saadi,Japan
Alfredo Aquilizan,Japan
Anri Sala,Japan
Bijoy Jain,Japan
Carsten Höller,Japan
"Charwei Tsai ",Japan
Firoz Mahmud,Japan
Fumito Urabe,Japan
Gabriela Golder,Japan
"Haroon Mirza ",Japan
Hassan Massoudy,Japan
Hiroyuki Masuyama,Japan
Isabel Aquilizan,Japan
Ismaïl Bahri,Japan
Jananne Al-Ani,Japan
"Jean-Luc Moulène ",Japan
Juan Araujo,Japan
Kazuyo Sejima,Japan
Lamia Joreige,Japan
Lani Maestro,Japan
"Lúcia Koch ",Japan
Maalem Abdelkébir Merchane,Japan
Mahmoud Refat,Japan
Miki Kasahara,Japan
Mohamed Abdelkarim,Japan
Monir Shahroudy Farmanfarmaian,Japan
Mouna Karray,Japan
mounir fatmi,Japan
Nevin Aladag,Japan
Nika Oblak,Japan
Noma Omran,Japan
Pouran-Jinchi,Japan
Primož Novak,Japan
Raed Yassin,Japan
Rasheed Araeen,Japan
Rika Noguchi,Japan
Ryoji Ikeda,Japan
Seigen Ono,Japan
Shahzia Sikander,Japan
Shilpa Gupta,Japan
Shimabuku,Japan
Shiro Takatani,Japan
Simon Fujiwara,Japan
Thomas Demand,Japan
Tiffany Chung,Japan
Yu-ichi Inoue,Japan
Yusef A. Lateef,Japan
Abdullah Al Saadi,Japanese
Hayv Kahraman,Japanese
Miki Kasahara,Japanese
Runa Islam,Japanese
Saeed Salem,Japanese
Seigen Ono,Japanese
Shinichiro Ogata,Japanese
Yuko Hasegawa,Japanese
Youssef Nabil,Jean-Paul Gaultier
Maalem Abdelkébir Merchane,Jean Philippe Rykiel
Mohamed Bourouissa,Jeff Wall
Meriç Algün Ringborg,Jens Hoffmann
Sean Gullette,Jeremy Irons
Sharif Waked,Jericho
Eva Meyer-Keller,Jerome Bel
Ali Jabri,Jerusalem
Ayreen Anastas,Jerusalem
Basma Al Sharif,Jerusalem
CAMP,Jerusalem
Jawad Al Malhi,Jerusalem
Jumana Emil Abboud,Jerusalem
Khalil Rabah,Jerusalem
Larissa Sansour,Jerusalem
Nida Sinnokrot,Jerusalem
Nikolaj Bendix,Jerusalem
Raeda Saadeh,Jerusalem
Rashid Masharawi,Jerusalem
Sama Alshaibi,Jerusalem
Samira Badran,Jerusalem
Sharif Waked,Jerusalem
Taysir Batniji,Jerusalem
Yazan Khalili,Jerusalem
Yto Barrada,Jerusalem
Saloua Raouda Choucair,Jessica Morgan
Seigen Ono,Joe Jackson
Alfredo Jaar,Johannesburg
Rasheed Araeen,Johannesburg
Shirin Neshat,Johannesburg
Teboho Mahlatsi,Johannesburg
Meriç Algün Ringborg,Johannes Lekkerkerk
Seigen Ono,John Zorn
Ayman Yossri Daydban,Jordanian
Marcel Odenbach,Joseph Beuys
Solange Farkas,Joseph Beuys
Marcel Odenbach,Jüdisches Leben
Başak Ertür,Judith Butler
Meriç Algün Ringborg,Julia Greber
Meriç Algün Ringborg,Juliana Engberg
Carlos  Amorales,Julian Lede
Jessica Mein,Julia Stoschek
Abbas Kiarostami,Juliette Binoche
"Sille Storihle ","Jumana Manna "
Hans Haacke,June Paik
Solange Farkas,June Paik
Fred Eerdekens,K. Ghent
CAMP,Kabul
Mariam Ghani,Kabul
Ahmed Felemban,Kamal Al-Muallim
Zineb Sedira,Kamel Mennour
Otobong Nkanga,Kano
Ahmed Mater,Kansas City
"Basir Mahmood ",Karachi
Imran Qureshi,Karachi
Mohamed Abdelkarim,Karachi
Rasheed Araeen,Karachi
Eungie Joo,Kara Walker
Maalem Abdelkébir Merchane,Karim Ziad
Carsten Nicolai,Karl-Marx-
Sheela Gowda,Karnataka
Muratbek Djumaliev,Kasmalieva
Alexandar Ugay,Kazakhstan
Almagul Menlibayeva,Kazakhstan
Ahmed El Attar,K Darwin
Eungie Joo,Keith Haring
Yusef A. Lateef,Kenny Burrell
Haleh Redjaian,Kerman
Jayce Salloum,Khadim Ali
"Kamarstudios ",Khalid Içame
Dhafir Al-Hamsan,Khamis
Firoz Mahmud,Khulna
Slavs and Tatars,Kidnapping Mountains
"Basim Magdy ",Kiev
Olafur Eliasson,Kiev
Alfredo Jaar,Kigali
Noura Bouzo,Kilimanjaro
Balufu Bakupa Kanyinda,Kinshasa
Hesam Rahmanian,Knoxville
Shimabuku,Kobe
Heman Chong,Korea
Hiroyuki Masuyama,Korea
Jun Yang,Korea
Lani Maestro,Korea
Lili Dujourie,Korea
Manal Al Dowayan,Korea
Minouk Lim,Korea
mounir fatmi,Korea
Rula Halawani,Korea
Bae Young-whan,Korean
Eungie Joo,Korean
Mario Rizzi,Kosovo
Sama Alshaibi,Kosovo
Marcel Odenbach,Krakow
Samer Omran,Krakow
Sean Gullette,Kristin Scott Thomas
Simryn Gill,Kuala Lumpur
Sulayman Al Bassam,Kuwaiti
Alfredo Jaar,Kwangju
Khalil Rabah,Kwangju
Mahmoud Refat,Kyoto
Miki Kasahara,Kyoto
Shiro Takatani,Kyoto
Aisha Khalid,Lahore
"Basir Mahmood ",Lahore
Hamra Abbas,Lahore
Imran Qureshi,Lahore
Shahzia Sikander,Lahore
Sophie Ernst,Lahore
Amino Belyamani,Larry Koonse
Sherin Guirguis,Las Vegas
Eugenio Dittborn,Latin America
Luz Maria Bedoya,Latin America
Lawrence Weiner,Laurence Weiner
Alexis Bhagat,Lauren Rosati
Jananne Al-Ani,Le Bal
Adele Ne Jame,Lebanese
Doris Bittar,Lebanese
Jayce Salloum,Lebanese
Kameel Hawa,Lebanese
Lamia Joreige,Lebanese
Lara Baladi,Lebanese
Marwan Rechmaoui,Lebanese
Melissa Chimera,Lebanese
Monika Börgmann,Lebanese
Mounira Al Solh,Lebanese
Rabih Mroué,Lebanese
Raed Yassin,Lebanese
Saloua Raouda Choucair,Lebanese
Shafic Abboud,Lebanese
Sirine Fattouh,Lebanese
Tanbak,Lebanese
Walid Sadek,Lebanese
Zena el Khalil,Lebanese
Ayman Baalbaki,Lebanon
CAMP,Lebanon
Doris Bittar,Lebanon
Faisal Samra,Lebanon
Fouad Elkoury,Lebanon
Gilbert Hage,Lebanon
Graziella Rizkallah Toufic,Lebanon
Jalal Toufic,Lebanon
Jananne Al-Ani,Lebanon
Khaled Sabsabi,Lebanon
Lamia Joreige,Lebanon
Marwan Rechmaoui,Lebanon
Melik Ohanian,Lebanon
Mohamed Abdelkarim,Lebanon
Mona Hatoum,Lebanon
Monika Börgmann,Lebanon
Nacera Belaza,Lebanon
Ninar Esber,Lebanon
Noma Omran,Lebanon
Ola Hejazi,Lebanon
Omar Rajeh,Lebanon
Oraib Toukan,Lebanon
Pascal Hachem,Lebanon
Rania Attieh,Lebanon
Rania Stephan,Lebanon
Rayyane Tabet,Lebanon
Saloua Raouda Choucair,Lebanon
Shafic Abboud,Lebanon
Tarek Atoui,Lebanon
Walid Raad,Lebanon
Zena el Khalil,Lebanon
Ziad Abillama,Lebanon
Ziad Antar,Lebanon
"Jean-Luc Moulène ",Le Havre
Lili Dujourie,Le Havre
Heman Chong,Leif Magne
Ala Ebtekar,Leila Heller
Andreas Gursky,Leipzig
Jun Yang,Leipzig
Marcel Odenbach,Leipzig
Basmah Felemban,Leonardo da
Youssef Nabil,Leon Boyadjian
David Spriggs,Lethbridge
Melissa Chimera,Lhasa
Jayce Salloum,Liban
Tony Chakar,Libanaise
Monika Börgmann,Libanaises
Abdullah Al-Mazrook,Libya
Abdulmajid Ali Al-Jarouf,Libya
Arwa Abouon,Libya
Samira Badran,Libya
Arwa Abouon,Libyan
Gulnara Kasmalieva,Lille
Muratbek Djumaliev,Lille
José Luis Martinat,Lima
Luz Maria Bedoya,Lima
Marie-Hélène Cauvin,Lima
Nikolaj Bendix,Lima
Rasheed Araeen,Lima
Tom Molloy,Limerick City
Rabih Mroué,Lina Saneh
mounir fatmi,Linz
Nida Sinnokrot,Linz
Nika Oblak,Linz
Primož Novak,Linz
Raeda Saadeh,Linz
Ryoji Ikeda,Linz
Shilpa Gupta,Linz
Ana Vidigal,Lisboa
Ana Vidigal,Lisbon
Anawana Haloba,Lisbon
"Jean-Luc Moulène ",Lisbon
João Vasco Paiva,Lisbon
Judith Barry,Lisbon
Nika Oblak,Lisbon
Primož Novak,Lisbon
Rasheed Araeen,Lisbon
Yonamine,Lisbon
Hu Xiangqian,Lithuania
Ravi Agarwal,Lithuania
Yuk King Tan,Lithuania
Hrair Sarkissian,Liverpool
Iman Issa,Liverpool
Khalil Rabah,Liverpool
Susan Hefuna,Liverpool
Wael Shawky,Liverpool
Yang Shaobin,Liverpool
Anawana Haloba,Livingstone
Angela Harutyunyan,Ljubljana
Nika Oblak,Ljubljana
Primož Novak,Ljubljana
Waheeda Malullah,Ljubljana
Walid Siti,Ljubljana
Meriç Algün Ringborg,Llandudno
Agnes Janich,Lodz
Jun Yang,Lofoten Islands
Abbas Akhavan,London
Abdulaziz Ashour,London
Abdulnasser Al-Amri,London
Adel Abdessemed,London
Agnes Janich,London
Ahmad Morshedloo,London
Ahmed Alsoudani,London
Ala Ebtekar,London
Alberto Duman,London
Amar Kanwar,London
Ammar Al Attar,London
Andreas Gursky,London
"Angelica Mesiti ",London
Anri Sala,London
Ayman Baalbaki,London
Basma Al Sharif,London
Başak Ertür,London
Bijoy Jain,London
Bjørn Melhus,London
CAMP,London
Carsten Höller,London
Cevdet Erek,London
David Claerbout,London
David Spriggs,London
Derek Ogbourne,London
Dia Al-Azzawi,London
Dirk Fleischmann,London
Doa Aly,London
Edward Said,London
Elizabeth Peyton,London
Erkka Nissinen,London
Eugenio Dittborn,London
Eyal Weizman,London
Faisal Samra,London
Gabriel Lester,London
Golnaz Fathi,London
Hala Elkoussy,London
Hamra Abbas,London
Hanan Abdullah Bahamdan,London
Hans Haacke,London
Haris Epaminonda,London
"Haroon Mirza ",London
Hassan Hajjaj,London
Hassan Massoudy,London
Hassan Sharif,London
Hayv Kahraman,London
Heman Chong,London
Hesam Rahmanian,London
Hrair Sarkissian,London
Huda Totonji,London
Idris Khan,London
Iman Issa,London
Imran Qureshi,London
Ismaïl Bahri,London
Jalal Toufic,London
Jananne Al-Ani,London
Jane & Louise Wilson,London
Jawad Al Malhi,London
Jayce Salloum,London
Jenine Sharabi,London
Juan Araujo,London
Keith Shiri,London
Khaled Jarrar,London
Khalil Rabah,London
Lamia Joreige,London
Lamya Gargash,London
Lara Baladi,London
Lara Favaretto,London
Larissa Sansour,London
Latifa Echakhch,London
Laurent Grasso,London
Lee Kit,London
Leila Pazooki,London
Liliana Porter,London
Lulwah Al-Homoud,London
Maha Maamoun,London
Mahmoud Refat,London
Maider López,London
Manal Al Dowayan,London
Manal Dowayan,London
Mariam Ghani,London
Mario Rizzi,London
Marwan Rechmaoui,London
Melik Ohanian,London
Moataz Nasr,London
Mona Hatoum,London
Monir Shahroudy Farmanfarmaian,London
Mounir Al-Shaarani,London
N.S. Harsha,London
Nadia Ayari,London
Nevin Aladag,London
Nikolaj Bendix,London
Ninar Esber,London
Noha Al-Sharif,London
Noura Bouzo,London
Olafur Eliasson,London
Oraib Toukan,London
Otobong Nkanga,London
Pascal Hachem,London
Pascale Marthine Tayou,London
Rabih Mroué,London
Raeda Ashour,London
Raeda Saadeh,London
Ramin Haerizadeh,London
Rana Begum,London
Raqs Media Collective,London
Rasheed Araeen,London
Ravi Agarwal,London
Reza Aramesh,London
Rokni Haerizadeh,London
Romeo Castellucci,London
Rosalind Nashashibi,London
Rula Halawani,London
Runa Islam,London
Ryoji Ikeda,London
Safeya Binzagr,London
Samah Hijawi,London
Sara Naim,London
Sara Ramo,London
Shadi Ghadirian,London
Shahrzad Changalvaee,London
Sharif Waked,London
Sheela Gowda,London
Shilpa Gupta,London
Shimabuku,London
Shirin Neshat,London
Simon Fujiwara,London
Simryn Gill,London
Sophia Al Maria,London
Sophie Ernst,London
Sulayman Al Bassam,London
Susan Hefuna,London
Suzanne Cotter,London
Tanbak,London
Tarek Halaby,London
Taus Makhacheva,London
Theo Eshetu,London
Thomas Demand,London
Valeska Soares,London
Wael Shawky,London
Wafa Hourani,London
Waheeda Malullah,London
Walid Raad,London
Walid Siti,London
Yang Fudong,London
Yazan Khalili,London
Yousef Jaha,London
YOVO! YOVO!,London
Yuk King Tan,London
Zena el Khalil,London
Ziad Antar,London
Zineb Sedira,London
Tiffany Chung,Long Beach
Sherif El Azma,Loose
Tom Molloy,Lora Reynolds
Nil Yalter,Lord Byron Meets
Murtaza Vali,Lori Ledis
Ala Ebtekar,Los Angeles
Amir H. Fallah,Los Angeles
Carsten Höller,Los Angeles
David Thorne,Los Angeles
Eungie Joo,Los Angeles
Julia Meltzer,Los Angeles
Latifa Echakhch,Los Angeles
Runa Islam,Los Angeles
Sherin Guirguis,Los Angeles
"Sille Storihle ",Los Angeles
Wael Shawky,Los Angeles
Reem Al Ghaith,Louisa Buck
Jane & Louise Wilson,Louise Wilson
Yusef A. Lateef,Louis Hayes
Pascale Marthine Tayou,Louisiana
Yonamine,Luanda
Moataz Nasr,Lubumbashi
Jem Cohen,Luc Sante
Sara Ramo,Lugar
Elena Kovylina,Lulea
Lili Dujourie,Lund
Luz Maria Bedoya,Luz María
Adel Abdessemed,Lyon
Bijoy Jain,Lyon
Josephine Meckseper,Lyon
João Vasco Paiva,Lyon
Kader Attia,Lyon
Latifa Echakhch,Lyon
Liu Wei,Lyon
Melik Ohanian,Lyon
mounir fatmi,Lyon
Sheela Gowda,Lyon
Shilpa Gupta,Lyon
Zaman M Jassim,M. Jassim
Simryn Gill,M.K. Ghandi
Raeda Saadeh,M. Qattan
Elizabeth Peyton,Maastricht
Karim Aïnouz,Madame Satã
Khalid Khidr,Madinah
Adele Ne Jame,Madison
Abdulhalim Radwi,Madrid
"Angelica Mesiti ",Madrid
Lani Maestro,Madrid
Mahmoud Refat,Madrid
Sara Ramo,Madrid
Shiro Takatani,Madrid
Tanbak,Madrid
Érik Bullot,Madrid
Fred Eerdekens,Magda Danysz
Ala Ebtekar,Mahe
Meriç Algün Ringborg,Maja Wismer
Abdulhalim Radwi,Makkah
Ahmed Felemban,Makkah
Baseem Al Sharqi,Makkah
Fahd Al-Khalif,Makkah
Khaled Al-Faisal,Makkah
Khalid Khidr,Makkah
Shadia Alem,Makkah
Shadia and Raja Alem,Makkah
Taha Al-Sabban,Makkah
Yousef Jaha,Makkah
Valeska Soares,Malaga
Ahmed Tayseer Badrah,Malaysia
Golnaz Fathi,Malaysia
Heman Chong,Malaysia
Sara Naim,Malaysia
Simryn Gill,Malaysia
Marcel Odenbach,Male
Maha Maamoun,Mali
Mohamed Bourouissa,Mali
Susan Hefuna,Mali
Youssef Nabil,Mali
Daouda Coulibaly,Malian
Haris Epaminonda,Malmö
Meriç Algün Ringborg,Malmö
Setareh Shahbazi,Malmö
Jumana Emil Abboud,Manama
Marwa Rustam,Manama
Mounira Al Solh,Manama
Amina Menia,Manchester
David Spriggs,Manchester
Hamra Abbas,Manchester
"Haroon Mirza ",Manchester
Hu Xiangqian,Manchester
Muzamil Choudhury,Manchester
Sherif El Azma,Manchester
Seigen Ono,Manhattan
Alfredo Aquilizan,Manila
Isabel Aquilizan,Manila
Meriç Algün Ringborg,Manuela Moscoso
Yonamine,Maputo
Laurent Grasso,Marcel Duchamp
Saâdane Afif,Marcel Duchamp
Abbas Akhavan,Marcelino Botín
Basma Al Sharif,Marcelino Botín
Ziad Antar,Marche
Lani Maestro,MARCO
Meriç Algün Ringborg,Maria Lind
Ayşe Erkmen,Maria Sibylla
Richard Ibghy,Marilou Lemmens
Doa Aly,Marina Sorbello
Youssef Nabil,Mario Testino
Heman Chong,Mark Aerial
Yuko Hasegawa,Marlene Dumas
Hassan Hajjaj,Marrakech
"Kamarstudios ",Marrakech
Maalem Abdelkébir Merchane,Marrakech
Carsten Höller,Marseille
"Jean-Luc Moulène ",Marseille
Mouna Karray,Marseille
Romeo Castellucci,Marseille
Samah Hijawi,Marseille
Shiro Takatani,Marseille
Taysir Batniji,Marseille
Zineb Sedira,Marseille
YOVO! YOVO!,Martina Mahlknecht
YOVO! YOVO!,Martina Mahlknechtb
YOVO! YOVO!,Martin Prinoth
YOVO! YOVO!,Martin Prinothb
Iman Raad,Mashad
Carsten Höller,Massachusetts
Lamia Joreige,Massachusetts
Marie-Hélène Cauvin,Massachusetts
Raqs Media Collective,Massachusetts
Tintin Wulia,Massachusetts
Ramin Haerizadeh,Massoud Massoumi
Meriç Algün Ringborg,Mats Stjernstedt
Hiroyuki Masuyama,Matsuyama
Yuko Hasegawa,"Matthew Barney "
Ana Torfs,Maurice Maeterlinck
Dimi Mint Abba,Mauritania
Sara Ramo,Mayo
"Angelica Mesiti ",MCA Collection
Tom Molloy,Meath
Abdul Ghafur Sheikh,Mecca
Bob Landry,Mecca
Mahdi Al Jeraibi,Mecca
Nasser Al-Salem,Mecca
Saddek Wasil,Mecca
Safeya Binzagr,Mecca
Younès Rahmoun,Mecca
Minouk Lim,Media City
Djamel Kokene,Mediterranean
Nida Sinnokrot,Mediterranean
Nika Oblak,Mediterranean
Primož Novak,Mediterranean
Yazid Oulab,Mediterranean
Andreas Gursky,Melbourne
"Angelica Mesiti ",Melbourne
Moataz Nasr,Melbourne
Raafat Ishak,Melbourne
Simryn Gill,Melbourne
Tintin Wulia,Melbourne
Adele Ne Jame,Melissa Chimera
Seigen Ono,Merry Christmas
Amir H. Fallah,Mexico
Bae Young-whan,Mexico
Carlos  Amorales,Mexico
Hala Elkoussy,Mexico
Jessica Mein,Mexico
Lawrence Weiner,Mexico
Leila Pazooki,Mexico
Nevin Aladag,Mexico
Sahand Hesamiyan,Mexico
Valeska Soares,Mexico
Youssef Nabil,Mexico
Almagul Menlibayeva,Mexico City
Bae Young-whan,Mexico City
Carlos  Amorales,Mexico City
Eduardo Terrazas,Mexico City
Eugenio Dittborn,Mexico City
Hala Elkoussy,Mexico City
Hrair Sarkissian,Mexico City
Leila Pazooki,Mexico City
Lili Dujourie,Mexico City
Liliana Porter,Mexico City
Nevin Aladag,Mexico City
Yonamine,México City
Ahmed Mater,Miami
Elena Kovylina,Miami
Panos Tsagaris,Miami
Suzanne Cotter,Michael Clark
Carsten Nicolai,Michael Nyman
Noura Bouzo,Michael Porter
Youssef Nabil,Michael Stevenson
Anri Sala,Michigan
Doris Bittar,Michigan
Jesper Just,Michigan
Abdullah Hammas,Middle East
Ahmad Morshedloo,Middle East
Ahmed Alsoudani,Middle East
Akram Zaatari,Middle East
Ali Al-Tokhais,Middle East
Daniel Garcia,Middle East
Doris Bittar,Middle East
Fouad Elkoury,Middle East
Hassan Sharif,Middle East
Iman Raad,Middle East
Jananne Al-Ani,Middle East
Janet Hagopian,Middle East
Jenine Sharabi,Middle East
Kassab Bachi,Middle East
Khaled Akil,Middle East
Khaled Hourani,Middle East
Khaled Jarrar,Middle East
Larissa Sansour,Middle East
Lulwah Al-Homoud,Middle East
Mona Hatoum,Middle East
Monika Börgmann,Middle East
Monir Shahroudy Farmanfarmaian,Middle East
Nida Sinnokrot,Middle East
Oraib Toukan,Middle East
Raed Yassin,Middle East
Raeda Ashour,Middle East
Rania Attieh,Middle East
Reza Aramesh,Middle East
Rokni Haerizadeh,Middle East
Shadi Ghadirian,Middle East
Shafic Abboud,Middle East
Tarek Atoui,Middle East
Taysir Batniji,Middle East
Wafa Hourani,Middle East
Walid Raad,Middle East
Yusef A. Lateef,Middle East
Zahra Bu Ali,Middle East
Zena el Khalil,Middle East
Ziad Dalloul,Middle East
Tarek Halaby,Miguel Gutierrez
Carsten Nicolai,Mika Vainio
Adrian Paci,Milan
Ahmad Morshedloo,Milan
Alberto Duman,Milan
Carsten Höller,Milan
Giuseppe Moscatello,Milan
Lara Favaretto,Milan
Meriç Algün Ringborg,Milan
Panos Tsagaris,Milan
Pascal Hachem,Milan
Elizabeth Peyton,Mildred Lane
Yusef A. Lateef,Miles Davis
Lawrence Weiner,Mill Valley
Yusef A. Lateef,Milt Jackson
"Apichatpong Weerasethakul ",Minneapolis
Elizabeth Peyton,Minneapolis
Eugenio Dittborn,Minneapolis
Rika Noguchi,Minneapolis
Wang Jianwei,Minneapolis
Yto Barrada,Minneapolis
"Apichatpong Weerasethakul ",Minnesota
Elizabeth Peyton,Minnesota
Hend Al-Mansour,Minnesota
Wang Jianwei,Minnesota
Maha Malluh,Minnie Mouse
Carsten Höller,Miriam Bäckström
Bijoy Jain,Missouri
David Douglas Duncan,Missouri
Elizabeth Peyton,Missouri
Sharif Waked,Mjedil
Mohamed Bourouissa,Mohammed Bourouissa
Mohamed El Mahdaoui,Mohammed El
Bahman Mohassess,Mohammed Habib Mohammedi
Jessica Mein,Mohammed Kazem
Abbas Akhavan,Mona Hatoum
Safeya Binzagr,Mona Lisa
Baseem Al Sharqi,Mona Liza
Nadia Ayari,Monica DeCardenas
Raqs Media Collective,Monica Narula
Moayad Hakim,Montana
Seigen Ono,Monte Carlo
Sara Ramo,Montevideo
Setareh Shahbazi,Montgomery
Abdelfattah Kilito,Montpellier
Anna Boghiguian,Montpellier
Basma Al Sharif,Montpellier
Melik Ohanian,Montpellier
Abbas Akhavan,Montreal
Ahmed Foula,Montreal
Anri Sala,Montreal
Arwa Abouon,Montreal
David Spriggs,Montreal
Lani Maestro,Montreal
Runa Islam,Montreal
Ryoji Ikeda,Montreal
Sam Shalabi,Montreal
João Vasco Paiva,Monument
Marwan Rechmaoui,Monument
Zbyněk Baladrán,Monument
Nadia Ayari,Monya Rowe
Abdelfattah Kilito,Moroccan
Ali Essafi,Moroccan
Amino Belyamani,Moroccan
Maalem Abdelkébir Merchane,Moroccan
Abdelfattah Kilito,Morocco
Ali Essafi,Morocco
Daniel Garcia,Morocco
Driss Ouadahi,Morocco
Hassan Hajjaj,Morocco
Hicham Ayouch,Morocco
Ismaïl Bahri,Morocco
"Kamarstudios ",Morocco
Latifa Echakhch,Morocco
Mohamed El Mahdaoui,Morocco
mounir fatmi,Morocco
Ninar Esber,Morocco
Noma Omran,Morocco
Pascale Marthine Tayou,Morocco
Sean Gullette,Morocco
Younès Rahmoun,Morocco
Yto Barrada,Morocco
Tarek Atoui,Mort Aux
Eduard Puterbrot,Moscow
Elena Kovylina,Moscow
Josephine Meckseper,Moscow
Meriç Algün Ringborg,Moscow
Pascale Marthine Tayou,Moscow
Raffie Davtian,Moscow
Slavs and Tatars,Moscow
Taus Makhacheva,Moscow
Tintin Wulia,Moscow
Valia Fetisov,Moscow
Heman Chong,Moss
Meriç Algün Ringborg,MOSTYN
Ahmed Mater,Moulin
Rula Halawani,Mount
Gilbert Hage,Mount Ararat
Shafic Abboud,Mount Lebanon
Yonamine,Mozambique
Ziad Antar,Mozart
Seigen Ono,Mr. Lawrence
Noma Omran,Muhammad Qadri
Hanan Abdullah Bahamdan,Muhammad Sabri
Laurent Grasso,Mulhouse
Bijoy Jain,Mumbai
CAMP,Mumbai
Mounira Al Solh,Mumbai
Raed Yassin,Mumbai
Ravi Agarwal,Mumbai
Shilpa Gupta,Mumbai
Akram Zaatari,Munich
Amar Kanwar,Munich
"Apichatpong Weerasethakul ",Munich
David Claerbout,Munich
Doa Aly,Munich
Doug Henders,Munich
Gilbert Hage,Munich
Leila Pazooki,Munich
Maha Maamoun,Munich
Marcel Odenbach,Munich
Monir Shahroudy Farmanfarmaian,Munich
Mounira Al Solh,Munich
Nevin Aladag,Munich
