source,group,target,lat,long,
Ahmed Tayseer Badrah,Location,Jeddah,39.1640396,21.5822247,city
Ahmed Tayseer Badrah,Location,Malaysia,112.8471939,2.3923759,country
Aisha Khalid,Location,Amsterdam,4.8979956034,52.374436,administrative
Aisha Khalid,Location,India,78.6677428,22.3511148,administrative
Aisha Khalid,Location,Lahore,74.3228517,31.5621916,city
Aisha Khalid,Location,Pakistan,71.247499,30.3308401,administrative
Aisha Khalid,Location,UK,-3.2765753,54.7023545,administrative
Aisha Khalid,Location,US,-100.4458825,39.7837304,administrative
Akram Zaatari,Location,Beirut,35.47843,33.8959203,city
Akram Zaatari,Location,Hamburg,10.0099133,53.5437641,state
Akram Zaatari,Location,Middle East,34.9773963,32.1862164,residential
Akram Zaatari,Location,Munich,11.5754815,48.1372719,city
Akram Zaatari,Location,Paris,2.3521334,48.8565056,city
Akram Zaatari,Location,Sao,37.5258470297,55.8336415,administrative
Akram Zaatari,Location,Sydney,151.2164539,-33.8548157,city
Ala Ebtekar,Location,Berkeley,-122.2728639,37.8708393,city
Ala Ebtekar,Location,CA,-107.9917071,61.0666922,administrative
Ala Ebtekar,Location,California,-118.7559974,36.7014631,administrative
Ala Ebtekar,Location,Dubai,55.2961962,25.2683521,city
Ala Ebtekar,Location,Frankfurt,8.6820934,50.1106529,city
Ala Ebtekar,Location,Germany,10.4234469,51.0834196,administrative
Ala Ebtekar,Location,Iran,52.9471344,32.9407496,administrative
Ala Ebtekar,Location,London,-0.1276474,51.5073219,city
Ala Ebtekar,Location,Los Angeles,-118.2427266,34.053717,city
Ala Ebtekar,Location,Mahe,55.4823125,-4.6803697,administrative
Ala Ebtekar,Location,New York,-73.9865812,40.7305991,city
Ala Ebtekar,Location,Richmond,-77.43428,37.5385087,city
Ala Ebtekar,Location,San Francisco,-122.4629897,37.7647993,administrative
Ala Ebtekar,Location,Santa Barbara,-119.7029107085,34.4004935,city
Ala Ebtekar,Location,Sharjah,55.7954410161,25.21749685,administrative
Ala Ebtekar,Location,Tehran,51.4214589,35.6865107,city
Ala Ebtekar,Location,UAE,31.2718321,49.4871968,administrative
Ala Ebtekar,Location,USA,-100.4458825,39.7837304,administrative
Alan Bishop,Location,Sun City,27.09404,-25.3445071,town
Alberto Duman,Location,Cardiff,-3.1836873,51.4835299,city
Alberto Duman,Location,East London,27.8998573,-33.0191604,city
Alberto Duman,Location,Italy,12.674297,42.6384261,administrative
Alberto Duman,Location,London,-0.1276474,51.5073219,city
Alberto Duman,Location,Milan,9.1905368,45.466797,city
Alberto Duman,Location,UK,-3.2765753,54.7023545,administrative
Alberto Duman,Location,Wales,-3.73893,52.2928116,administrative
Alexandar Ugay,Location,Kazakhstan,65.2093197,47.2286086,country
Alexandar Ugay,Location,Paris,2.3521334,48.8565056,city
Alexander Markov,Location,Petersburg,-77.3905311051,37.2044555,city
Alexander Markov,Location,Potsdam,13.0591397,52.4009309,city
Alfredo Aquilizan,Location,Asia,103.9999998,56.0000002,continent
Alfredo Aquilizan,Location,Australia,134.755,-24.7761086,administrative
Alfredo Aquilizan,Location,Brisbane,153.0234991,-27.4689682,city
Alfredo Aquilizan,Location,Cagayan Valley,122.0068361007,17.1930191,administrative
Alfredo Aquilizan,Location,Dojima River,135.4971675,34.6946357,river
Alfredo Aquilizan,Location,Italy,12.674297,42.6384261,administrative
Alfredo Aquilizan,Location,Japan,139.2394179,36.5748441,administrative
Alfredo Aquilizan,Location,Manila,120.9799696,14.5906216,city
Alfredo Aquilizan,Location,Norwich,1.29227,52.628606,city
Alfredo Aquilizan,Location,Osaka,135.5145684,34.6852955,city
Alfredo Aquilizan,Location,Pacific,-123.768029,46.5334929,administrative
Alfredo Aquilizan,Location,South Korea,127.937111,35.3985008,administrative
Alfredo Aquilizan,Location,UK,-3.2765753,54.7023545,administrative
Alfredo Jaar,Location,Berlin,13.3888599,52.5170365,city
Alfredo Jaar,Location,Chile,-71.3187697,-31.7613365,administrative
Alfredo Jaar,Location,Johannesburg,28.0497222,-26.205,city
Alfredo Jaar,Location,Kigali,30.0615075,-1.9508511,city
Alfredo Jaar,Location,Kwangju,126.851386,35.1602837,city
Alfredo Jaar,Location,New York,-73.9865812,40.7305991,city
Alfredo Jaar,Location,Rwanda,30.0644358,-1.9646631,administrative
Alfredo Jaar,Location,Santiago,-70.6504558,-33.437913,city
Alfredo Jaar,Location,Sydney,151.2164539,-33.8548157,city
Alfredo Jaar,Location,São Paulo,-49.0232348,-21.9549806,administrative
Alfredo Jaar,Location,Venice,12.3345899,45.4371908,city
Ali Al-Ruzaiza,Location,Najd,44.5,25,region
Ali Al-Ruzaiza,Location,Riyadh,46.7150648,24.6319692,city
Ali Al-Ruzaiza,Location,Rome,12.4830718,41.8933439,city
Ali Al-Tokhais,Location,Middle East,34.9773963,32.1862164,residential
Ali Al-Tokhais,Location,Najd,44.5,25,region
Ali Al-Tokhais,Location,Rock,-96.2574328,43.6733632,administrative
Ali Essafi,Location,Brazil,-53.2,-10.3333333,administrative
Ali Essafi,Location,France,1.8883335,46.603354,administrative
Ali Essafi,Location,Morocco,-7.3366043,31.1728192,administrative
Ali Essafi,Location,Namur,4.8661892,50.4665284,city
Ali Essafi,Location,Ouarzazate,-6.9018046,30.9206166,city
Ali Jabri,Location,Aleppo,37.1656697,36.197971,city
Ali Jabri,Location,Amman,36.321853777,31.6586023,administrative
Ali Jabri,Location,Cairo,31.2436663,30.0488185,city
Ali Jabri,Location,California,-118.7559974,36.7014631,administrative
Ali Jabri,Location,England,-0.5402402366,52.7954791,administrative
Ali Jabri,Location,Jerusalem,35.213768955,31.79681325,city
Almagul Menlibayeva,Location,Antwerp,4.3997081,51.2211097,city
Almagul Menlibayeva,Location,Belgium,4.66696,50.6407351,administrative
Almagul Menlibayeva,Location,Berlin,13.3888599,52.5170365,city
Almagul Menlibayeva,Location,Chile,-71.3187697,-31.7613365,administrative
Almagul Menlibayeva,Location,Ithaca,-76.4968019,42.4396039,city
Almagul Menlibayeva,Location,Kazakhstan,65.2093197,47.2286086,country
Almagul Menlibayeva,Location,Mexico City,-99.1332102,19.4325301,city
Almagul Menlibayeva,Location,New York,-73.9865812,40.7305991,city
Almagul Menlibayeva,Location,Oslo,10.7391112,59.9132694,city
Almagul Menlibayeva,Location,Rotterdam,4.4886232693,51.92779805,administrative
Almagul Menlibayeva,Location,San Diego,-117.1627714,32.7174209,city
Almagul Menlibayeva,Location,Venice,12.3345899,45.4371908,city
Amar Kanwar,Location,Amsterdam,4.8979956034,52.374436,administrative
Amar Kanwar,Location,Berlin,13.3888599,52.5170365,city
Amar Kanwar,Location,Germany,10.4234469,51.0834196,administrative
Amar Kanwar,Location,Highway,5.2357453,50.5215385,administrative
Amar Kanwar,Location,India,78.6677428,22.3511148,administrative
Amar Kanwar,Location,London,-0.1276474,51.5073219,city
Amar Kanwar,Location,Munich,11.5754815,48.1372719,city
Amar Kanwar,Location,New Delhi,77.2159562,28.6138967,city
Amar Kanwar,Location,Norway,9.0999715,60.5000209,administrative
Amar Kanwar,Location,Switzerland,8.2319736,46.7985624,administrative
Amar Kanwar,Location,the Netherlands,5.5346073816,52.2379891,administrative
Amar Kanwar,Location,UK,-3.2765753,54.7023545,administrative
Amar Kanwar,Location,Whitechapel,-2.6712365,53.8662261,hamlet
Amina Menia,Location,Algiers,2.9999825,28.0000272,administrative
Amina Menia,Location,Dublin,-6.2600969,53.3494299,city
Amina Menia,Location,Ireland,-7.9794599,52.865196,administrative
Amina Menia,Location,Manchester,-2.2447445,53.4791466,city
Amina Menia,Location,Spain,-4.003104,40.0028028,administrative
Amina Menia,Location,Tunis,9.400138,33.8439408,country
Amina Menia,Location,Tunisia,9.400138,33.8439408,country
Amina Menia,Location,UK,-3.2765753,54.7023545,administrative
Amino Belyamani,Location,Casablanca,-7.6176293,33.5939157,city
Amino Belyamani,Location,France,1.8883335,46.603354,administrative
Amino Belyamani,Location,Ghana,-1.0800271,8.0300284,administrative
Amino Belyamani,Location,Heath,-3.1870909,51.5163371,suburb
Amino Belyamani,Location,New York,-73.9865812,40.7305991,city
Amir H. Fallah,Location,Baltimore,-76.6108073,39.2908608,city
Amir H. Fallah,Location,California,-118.7559974,36.7014631,administrative
Amir H. Fallah,Location,Charleston,-79.9402728,32.7876012,city
Amir H. Fallah,Location,Iran,52.9471344,32.9407496,administrative
Amir H. Fallah,Location,Los Angeles,-118.2427266,34.053717,city
Amir H. Fallah,Location,Mexico,-100.0000375,22.5000485,administrative
Amir H. Fallah,Location,Tehran,51.4214589,35.6865107,city
Amir H. Fallah,Location,US,-100.4458825,39.7837304,administrative
Amir H. Fallah,Location,USA,-100.4458825,39.7837304,administrative
Amirhossein Radaie,Location,Hamadan,48.5109696,34.7987689,city
Amirhossein Radaie,Location,Iran,52.9471344,32.9407496,administrative
Ammar Al Attar,Location,Ajman,55.3619072487,25.5091287,administrative
Ammar Al Attar,Location,Dubai,55.2961962,25.2683521,city
Ammar Al Attar,Location,Greece,21.9999569,39.000041,administrative
Ammar Al Attar,Location,London,-0.1276474,51.5073219,city
Ammar Al Attar,Location,UAE,31.2718321,49.4871968,administrative
Ammar Al Attar,Location,UK,-3.2765753,54.7023545,administrative
Ammar Al Attar,Location,United Arab Emirates,53.9994829,24.0002488,administrative
Ammar Bouras,Location,Algiers,2.9999825,28.0000272,administrative
Ammar Bouras,Location,Field,-116.4889591,51.3965941,village
Ana Torfs,Location,Austria,13.199959,47.2000338,administrative
Ana Torfs,Location,Belgium,4.66696,50.6407351,administrative
Ana Torfs,Location,Berlin,13.3888599,52.5170365,city
Ana Torfs,Location,Bremen,8.80717,53.0758099,city
Ana Torfs,Location,Brussels,4.3672016945,50.84404145,administrative
Ana Torfs,Location,Düsseldorf,6.7737511,51.2251964,city
Ana Torfs,Location,Germany,10.4234469,51.0834196,administrative
Ana Torfs,Location,New York,-73.9865812,40.7305991,city
Ana Torfs,Location,Vienna,16.3725042,48.2083537,city
Ana Vidigal,Location,Brazil,-53.2,-10.3333333,administrative
Ana Vidigal,Location,Lisboa,-9.1380056,38.7130574,city
Ana Vidigal,Location,Lisbon,-9.1380056,38.7130574,city
Ana Vidigal,Location,Portugal,-7.8896263,40.033265,administrative
Ana Vidigal,Location,Superior,-105.1685977,39.9527634,administrative
Ana Vidigal,Location,São Paulo,-49.0232348,-21.9549806,administrative
Anawana Haloba,Location,Amsterdam,4.8979956034,52.374436,administrative
Anawana Haloba,Location,Australia,134.755,-24.7761086,administrative
Anawana Haloba,Location,Finland,25.9209164,63.2467777,administrative
Anawana Haloba,Location,Germany,10.4234469,51.0834196,administrative
Anawana Haloba,Location,Italy,12.674297,42.6384261,administrative
Anawana Haloba,Location,Lisbon,-9.1380056,38.7130574,city
Anawana Haloba,Location,Livingstone,25.8614287,-17.8531351,city
Anawana Haloba,Location,Norway,9.0999715,60.5000209,administrative
Anawana Haloba,Location,Oslo,10.7391112,59.9132694,city
Anawana Haloba,Location,Portugal,-7.8896263,40.033265,administrative
Anawana Haloba,Location,Rauma,21.5039401,61.1289148,administrative
Anawana Haloba,Location,the Netherlands,5.5346073816,52.2379891,administrative
Anawana Haloba,Location,UAE,31.2718321,49.4871968,administrative
Andreas Gursky,Location,Australia,134.755,-24.7761086,administrative
Andreas Gursky,Location,Austria,13.199959,47.2000338,administrative
Andreas Gursky,Location,Berlin,13.3888599,52.5170365,city
Andreas Gursky,Location,Britain,-3.2765753,54.7023545,administrative
Andreas Gursky,Location,Canada,-107.9917071,61.0666922,administrative
Andreas Gursky,Location,Düsseldorf,6.7737511,51.2251964,city
Andreas Gursky,Location,Germany,10.4234469,51.0834196,administrative
Andreas Gursky,Location,Leipzig,12.3810549,51.3391827,city
Andreas Gursky,Location,London,-0.1276474,51.5073219,city
Andreas Gursky,Location,Melbourne,144.9631608,-37.8142176,city
Andreas Gursky,Location,New York,-73.9865812,40.7305991,city
Andreas Gursky,Location,Pittsburgh,-79.9900861,40.4416941,city
Andreas Gursky,Location,UK,-3.2765753,54.7023545,administrative
Andreas Gursky,Location,USA,-100.4458825,39.7837304,administrative
Andreas Gursky,Location,Vancouver,-123.1139383,49.2608944,city
Andreas Gursky,Location,Vienna,16.3725042,48.2083537,city
Andrés Denegri,Location,Buenos Aires,-58.4459789,-34.612869,city
Aneh Mohammad Tatari,Location,Iran,52.9471344,32.9407496,administrative
Aneh Mohammad Tatari,Location,Tehran,51.4214589,35.6865107,city
Angela Harutyunyan,Location,Cairo,31.2436663,30.0488185,city
Angela Harutyunyan,Location,Ljubljana,14.5068921,46.049865,city
Angela Harutyunyan,Location,Slovenia,14.4808369,45.8133113,administrative
Angela Harutyunyan,Location,Yerevan,44.5125849,40.1776121,city
Angelica Mesiti,Location,Asia,103.9999998,56.0000002,continent
Angelica Mesiti,Location,Australia,134.755,-24.7761086,administrative
Angelica Mesiti,Location,Barbican,-0.0984809,51.520169,station
Angelica Mesiti,Location,Berlin,13.3888599,52.5170365,city
Angelica Mesiti,Location,Brazil,-53.2,-10.3333333,administrative
Angelica Mesiti,Location,China,104.999927,35.000074,administrative
Angelica Mesiti,Location,France,1.8883335,46.603354,administrative
Angelica Mesiti,Location,Germany,10.4234469,51.0834196,administrative
Angelica Mesiti,Location,Hong Kong,114.1628131,22.2793278,city
Angelica Mesiti,Location,India,78.6677428,22.3511148,administrative
Angelica Mesiti,Location,London,-0.1276474,51.5073219,city
Angelica Mesiti,Location,Madrid,-3.7035825,40.4167047,city
Angelica Mesiti,Location,Melbourne,144.9631608,-37.8142176,city
Angelica Mesiti,Location,Paris,2.3521334,48.8565056,city
Angelica Mesiti,Location,Seoul,126.9782914,37.5666791,city
Angelica Mesiti,Location,South Korea,127.937111,35.3985008,administrative
Angelica Mesiti,Location,Sydney,151.2164539,-33.8548157,city
Angelica Mesiti,Location,São Paulo,-49.0232348,-21.9549806,administrative
Angelica Mesiti,Location,UK,-3.2765753,54.7023545,administrative
Ann Sappenfield,Location,New York,-73.9865812,40.7305991,city
Ann Sappenfield,Location,New York City,-73.9865812,40.7305991,city
Anna Boghiguian,Location,Cairo,31.2436663,30.0488185,city
Anna Boghiguian,Location,Egypt,29.2675469,26.2540493,administrative
Anna Boghiguian,Location,Montpellier,3.8767337,43.6112422,city
Anri Sala,Location,Albania,19.9999619,41.000028,administrative
Anri Sala,Location,Berlin,13.3888599,52.5170365,city
Anri Sala,Location,Canada,-107.9917071,61.0666922,administrative
Anri Sala,Location,Denmark,10.3333283,55.670249,administrative
Anri Sala,Location,Europe,9.9999997,51.0000003,continent
Anri Sala,Location,France,1.8883335,46.603354,administrative
Anri Sala,Location,Germany,10.4234469,51.0834196,administrative
Anri Sala,Location,Japan,139.2394179,36.5748441,administrative
Anri Sala,Location,London,-0.1276474,51.5073219,city
Anri Sala,Location,Michigan,-84.6824346,43.6211955,administrative
Anri Sala,Location,Montreal,-73.5912827,45.5224507,city
Anri Sala,Location,Osaka,135.5145684,34.6852955,city
Anri Sala,Location,Paris,2.3521334,48.8565056,city
Anri Sala,Location,Tirana,19.8185323,41.3279457,city
Anri Sala,Location,UK,-3.2765753,54.7023545,administrative
Anri Sala,Location,USA,-100.4458825,39.7837304,administrative
Ante Zaninović,Location,Zagreb,15.9770298,45.8131545,city
Antonio Jose Guzman,Location,Amsterdam,4.8979956034,52.374436,administrative
Antonio Jose Guzman,Location,Dakar,-17.447026,14.6930042,city
Antonio Jose Guzman,Location,Panama,-81.3066246,8.3096067,administrative
Antonio Jose Guzman,Location,Panama City,-79.5344539,8.9707433,city
Antonio Jose Guzman,Location,Recife,-34.8979047,-8.0581077,city
Apichatpong Weerasethakul,Location,Bangkok,100.4160866016,13.5859219,administrative
Apichatpong Weerasethakul,Location,Cactus River,-115.941181,33.6741038,ditch
Apichatpong Weerasethakul,Location,Cannes,7.0126946,43.5512076,administrative
Apichatpong Weerasethakul,Location,Chiang,106.5733505,29.5537034,ruins
Apichatpong Weerasethakul,Location,France,1.8883335,46.603354,administrative
Apichatpong Weerasethakul,Location,Germany,10.4234469,51.0834196,administrative
Apichatpong Weerasethakul,Location,Illinois,-89.4339809,40.0796319,administrative
Apichatpong Weerasethakul,Location,Minneapolis,-93.2654692,44.9772995,city
Apichatpong Weerasethakul,Location,Minnesota,-94.6113288,45.9896587,administrative
Apichatpong Weerasethakul,Location,Munich,11.5754815,48.1372719,city
Apichatpong Weerasethakul,Location,New York,-73.9865812,40.7305991,city
Apichatpong Weerasethakul,Location,Paris,2.3521334,48.8565056,city
Apichatpong Weerasethakul,Location,Thailand,100.83273,14.8971921,administrative
Apichatpong Weerasethakul,Location,USA,-100.4458825,39.7837304,administrative
Aras Özgün,Location,Ankara,32.853758,39.9220794,city
Aras Özgün,Location,Australia,134.755,-24.7761086,administrative
Aras Özgün,Location,Black Sea,34.7425505,43.0786852,sea
Aras Özgün,Location,Britain,-3.2765753,54.7023545,administrative
Aras Özgün,Location,Egypt,29.2675469,26.2540493,administrative
Aras Özgün,Location,Germany,10.4234469,51.0834196,administrative
Aras Özgün,Location,New York,-73.9865812,40.7305991,city
Aras Özgün,Location,Turkey,34.9249653,38.9597594,administrative
Aras Özgün,Location,US,-100.4458825,39.7837304,administrative
Arefeh Riahi,Location,Brazil,-53.2,-10.3333333,administrative
Arefeh Riahi,Location,Dubai,55.2961962,25.2683521,city
Arefeh Riahi,Location,Istanbul,28.9651646,41.0096334,city
Arefeh Riahi,Location,Pakistan,71.247499,30.3308401,administrative
Arefeh Riahi,Location,Tehran,51.4214589,35.6865107,city
Arefeh Riahi,Location,The Hague,4.3113461,52.0799838,city
Arefeh Riahi,Location,The Netherlands,5.5346073816,52.2379891,administrative
Arwa Abouon,Location,Canada,-107.9917071,61.0666922,administrative
Arwa Abouon,Location,Libya,18.1236723,26.8234472,administrative
Arwa Abouon,Location,Montreal,-73.5912827,45.5224507,city
Arwa Abouon,Location,Tripoli,13.1777923,32.896672,city
Asad Faulwell,Location,Alger,3.0600655,36.775348,city
Asad Faulwell,Location,Caldwell,-92.1130105,32.0820785,county
Asad Faulwell,Location,California,-118.7559974,36.7014631,administrative
Asad Faulwell,Location,Dubai,55.2961962,25.2683521,city
Asad Faulwell,Location,Idaho,-114.0154071,43.6447642,administrative
Asad Faulwell,Location,Kansas,-98.5821872,38.27312,administrative
Asad Faulwell,Location,Kansas City,-94.5630298,39.0844687,city
Asad Faulwell,Location,London,-0.1276474,51.5073219,city
Asad Faulwell,Location,Long Beach,-118.1884871,33.7774658,city
Asad Faulwell,Location,Los Angeles,-118.2427266,34.053717,city
Asad Faulwell,Location,Miami,-80.1936589,25.7742658,city
Asad Faulwell,Location,N.Y.,9.0999715,60.5000209,administrative
Asad Faulwell,Location,New York,-73.9865812,40.7305991,city
Asad Faulwell,Location,NY,-75.8449946,43.1561681,administrative
Asad Faulwell,Location,Sharjah,55.7954410161,25.21749685,administrative
Ashkan Sepahvand,Location,Beirut,35.47843,33.8959203,city
Ashkan Sepahvand,Location,Berlin,13.3888599,52.5170365,city
Ashkan Sepahvand,Location,Damascus,36.3095814,33.5130695,city
Ashkan Sepahvand,Location,Holy City,-109.572114,44.463559,peak
Ashkan Sepahvand,Location,Tehran,51.4214589,35.6865107,city
Atfal Ahdath,Location,beirut,35.47843,33.8959203,city
Athier,Location,Amman,36.321853777,31.6586023,administrative
Athier,Location,Beirut,35.47843,33.8959203,city
Athier,Location,Central Saint,-87.6980877789,42.0640734,station
Athier,Location,Dubai,55.2961962,25.2683521,city
Athier,Location,Istanbul,28.9651646,41.0096334,city
Athier,Location,London,-0.1276474,51.5073219,city
Athier,Location,Paris,2.3521334,48.8565056,city
Atta Sabri,Location,Baghdad,44.3787992,33.3024248,city
Atta Sabri,Location,Dar,-84.631372,40.168765,administrative
Atta Sabri,Location,Europe,9.9999997,51.0000003,continent
Atta Sabri,Location,London,-0.1276474,51.5073219,city
Atta Sabri,Location,Rome,12.4830718,41.8933439,city
Awadh Al-Hamzani,Location,Hail,-84.4635493,36.9942465,hamlet
Ayman Baalbaki,Location,Beirut,35.47843,33.8959203,city
Ayman Baalbaki,Location,Lebanon,35.843409,33.8750629,administrative
Ayman Baalbaki,Location,London,-0.1276474,51.5073219,city
Ayman Baalbaki,Location,Paris,2.3521334,48.8565056,city
Ayman Mahawi,Location,Jeddah,39.1640396,21.5822247,city
Ayman Ramadan,Location,Amsterdam,4.8979956034,52.374436,administrative
Ayman Ramadan,Location,Cairo,31.2436663,30.0488185,city
Ayman Ramadan,Location,California,-118.7559974,36.7014631,administrative
Ayman Ramadan,Location,Copenhagen,12.5700724,55.6867243,city
Ayman Ramadan,Location,Denmark,10.3333283,55.670249,administrative
Ayman Ramadan,Location,Egypt,29.2675469,26.2540493,administrative
Ayman Ramadan,Location,Illinois,-89.4339809,40.0796319,administrative
