source,group,target,lat,long,
Waheeda Malullah,Date,2010,,,
Waheeda Malullah,Date,10/1/2010,,,
Waleed Alzuhair,Date,2008,,,
Walid Raad,Date,1967,,,
Walid Raad,Date,1997,,,
Walid Raad,Date,1999,,,
Walid Raad,Date,2002,,,
Walid Raad,Date,2003,,,
Walid Raad,Date,2005,,,
Walid Raad,Date,2006,,,
Walid Raad,Date,2007,,,
Walid Raad,Date,2009,,,
Walid Raad,Date,2010,,,
Walid Sadek,Date,1975-1990,,,
Walid Siti,Date,1954,,,
Walid Siti,Date,1976,,,
Walid Siti,Date,1982,,,
Walid Siti,Date,1984,,,
Wang Jianwei,Date,1987,,,
Wang Jianwei,Date,1995,,,
Wang Jianwei,Date,1997,,,
Wang Jianwei,Date,2002,,,
Wang Jianwei,Date,2003,,,
Wang Jianwei,Date,2004,,,
Wang Jianwei,Date,2008,,,
Wang Jianwei,Date,2009,,,
Wang Jianwei,Date,2011,,,
"What, How & for Whom",Date,1999,,,
"What, How & for Whom",Date,2000,,,
Wissam Shawkat,Date,1974,,,
Wissam Shawkat,Date,1996,,,
Wissam Shawkat,Date,2002,,,
Wissam Shawkat,Date,2006,,,
Wissam Shawkat,Date,2007,,,
Wissam Shawkat,Date,2008,,,
Wissam Shawkat,Date,2009,,,
Wissam Shawkat,Date,2012,,,
Yang Fudong,Date,1971,,,
Yang Fudong,Date,1995,,,
Yang Fudong,Date,2002,,,
Yang Fudong,Date,2003,,,
Yang Fudong,Date,2005,,,
Yang Fudong,Date,2006,,,
Yang Fudong,Date,2007,,,
Yang Fudong,Date,2009,,,
Yang Fudong,Date,2010,,,
Yang Fudong,Date,2011,,,
Yang Fudong,Date,the 1930s,,,
Yang Shaobin,Date,1983,,,
Yang Shaobin,Date,1996,,,
Yang Shaobin,Date,1999,,,
Yang Shaobin,Date,2004,,,
Yang Shaobin,Date,2005,,,
Yang Shaobin,Date,2007,,,
Yang Shaobin,Date,2008,,,
Yang Shaobin,Date,2009,,,
Yang Shaobin,Date,2010,,,
Yang Shaobin,Date,the late 1990s,,,
Yasam Sasmazer,Date,2010,,,
Yazan Khalili,Date,1981,,,
Yazan Khalili,Date,2009,,,
Yazan Khalili,Date,1981,,,
Yazan Khalili,Date,2003,,,
Yazan Khalili,Date,2005,,,
Yazan Khalili,Date,2008,,,
Yazan Khalili,Date,2009,,,
Yazan Khalili,Date,2010,,,
Yazan Khalili,Date,2011,,,
Yazan Khalili,Date,2012,,,
Yazid Oulab,Date,1958,,,
Yazid Oulab,Date,1985,,,
Yazid Oulab,Date,1988,,,
Yazid Oulab,Date,1992,,,
Yazid Oulab,Date,2009,,,
Yonamine,Date,1975,,,
Yonamine,Date,2004,,,
Yonamine,Date,2006,,,
Yonamine,Date,2007,,,
Yonamine,Date,2008,,,
Yonamine,Date,2009,,,
Yonamine,Date,2010,,,
Yonamine,Date,10/1/2010,,,
Younès Rahmoun,Date,1975,,,
Younès Rahmoun,Date,1998,,,
Yousef Jaha,Date,1953,,,
Yousef Jaha,Date,1983,,,
Yousef Jaha,Date,2004,,,
Yousef Jaha,Date,2008,,,
Yousef Jaha,Date,2009,,,
Youssef Abdelkė,Date,1995,,,
Youssef Abdelkė,Date,2001,,,
Youssef Abdelkė,Date,2006,,,
Youssef Abdelkė,Date,2007,,,
Youssef Kamel,Date,1870 - 1948,,,
Youssef Kamel,Date,1888 - 1956,,,
Youssef Kamel,Date,1891 - 1934,,,
Youssef Kamel,Date,1892 - 1961,,,
Youssef Kamel,Date,1892 - 1982,,,
Youssef Kamel,Date,1896 - 1962,,,
Youssef Kamel,Date,1911,,,
Youssef Kamel,Date,1929,,,
Youssef Kamel,Date,20th of July 2012,,,
Youssef Kamel,Date,Between 1921 and 1922,,,
Youssef Kamel,Date,between 1950 and 1953,,,
Youssef Kamel,Date,from 1948 to 1949,,,
Youssef Nabil,Date,1921-2002,,,
Youssef Nabil,Date,1972,,,
Youssef Nabil,Date,1992,,,
Youssef Nabil,Date,1993-1994,,,
Youssef Nabil,Date,1997-1998,,,
Youssef Nabil,Date,1999,,,
Youssef Nabil,Date,2003,,,
Youssef Nabil,Date,2007,,,
Youssef Nabil,Date,2008,,,
YOVO! YOVO!,Date,1983,,,
YOVO! YOVO!,Date,1984,,,
YOVO! YOVO!,Date,1986,,,
YOVO! YOVO!,Date,2010,,,
YOVO! YOVO!,Date,2012,,,
Yto Barrada,Date,1971,,,
Yto Barrada,Date,2003,,,
Yto Barrada,Date,2004,,,
Yto Barrada,Date,2005,,,
Yto Barrada,Date,2006,,,
Yto Barrada,Date,2007,,,
Yto Barrada,Date,2008,,,
Yto Barrada,Date,2009,,,
Yto Barrada,Date,2010,,,
Yto Barrada,Date,10/1/2010,,,
Yu-ichi Inoue,Date,1952,,,
Yu-ichi Inoue,Date,1954,,,
Yu-ichi Inoue,Date,1955,,,
Yu-ichi Inoue,Date,1958,,,
Yu-ichi Inoue,Date,1959,,,
Yu-ichi Inoue,Date,1965,,,
Yu-ichi Inoue,Date,1967,,,
Yu-ichi Inoue,Date,1985,,,
Yuk King Tan,Date,1971,,,
Yuk King Tan,Date,2002,,,
Yuk King Tan,Date,2004,,,
Yuk King Tan,Date,2005,,,
Yuk King Tan,Date,2006,,,
Yuk King Tan,Date,3/1/2012,,,
Yuk King Tan,Date,past decade,,,
Yuko Hasegawa,Date,1999,,,
Yuko Hasegawa,Date,2001,,,
Yuko Hasegawa,Date,2002,,,
Yuko Hasegawa,Date,2003,,,
Yuko Hasegawa,Date,2004,,,
Yuko Hasegawa,Date,2005,,,
Yuko Hasegawa,Date,2006,,,
Yuko Hasegawa,Date,2007,,,
Yuko Hasegawa,Date,2008,,,
Yuko Hasegawa,Date,2009,,,
Yuko Hasegawa,Date,2009-2010,,,
Yuko Hasegawa,Date,2010,,,
Yuko Hasegawa,Date,2011,,,
Yuko Hasegawa,Date,the 1990s,,,
Yusef A. Lateef,Date,10/9/1920,,,
Yusef A. Lateef,Date,1925,,,
Yusef A. Lateef,Date,1956,,,
Yusef A. Lateef,Date,1969,,,
Yusef A. Lateef,Date,1970,,,
Yusef A. Lateef,Date,1987,,,
Yusef A. Lateef,Date,1992,,,
Yusef A. Lateef,Date,1993,,,
Yusef A. Lateef,Date,the 1960s,,,
Yusef A. Lateef,Date,today,,,
Zahra Bu Ali,Date,1953,,,
Zahra Bu Ali,Date,1988,,,
Zahra Bu Ali,Date,2008,,,
Zaina Zahid,Date,2/1/2009,,,
Zaman M Jassim,Date,1971,,,
Zanny Begg,Date,1972,,,
Zbyněk Baladrán,Date,1973,,,
Zbyněk Baladrán,Date,2010,,,
Zeinab Al Hashemi,Date,1986,,,
Zeinab Al Hashemi,Date,2008,,,
Zeinab Al Hashemi,Date,2012,,,
Zena el Khalil,Date,1976,,,
Zena el Khalil,Date,2002,,,
Zena el Khalil,Date,2006,,,
Zena el Khalil,Date,2008,,,
Zhang Hui,Date,1986,,,
Zhang Hui,Date,2004,,,
Zhang Hui,Date,2005,,,
Zhang Hui,Date,2008,,,
Zhang Hui,Date,2009,,,
Zhang Hui,Date,2010,,,
Ziad Abillama,Date,1969,,,
Ziad Abillama,Date,1991,,,
Ziad Antar,Date,1978,,,
Ziad Antar,Date,2001,,,
Ziad Antar,Date,2003,,,
Ziad Antar,Date,2004,,,
Ziad Antar,Date,2005,,,
Ziad Antar,Date,2007,,,
Ziad Antar,Date,2008,,,
Ziad Dalloul,Date,1977,,,
Ziad Dalloul,Date,1997,,,
Ziad Dalloul,Date,2005,,,
Zineb Sedira,Date,1986,,,
Zineb Sedira,Date,2003-2004,,,
Zineb Sedira,Date,2004,,,
Zineb Sedira,Date,2009,,,
Zineb Sedira,Date,2010,,,
Zineb Sedira,Date,2011,,,
Zineb Sedira,Date,2012,,,
Zineb Sedira,Date,2013,,,
Zoulikha-Bouabdellah,Date,1890-2008,,,
Zoulikha-Bouabdellah,Date,1977,,,
Zoulikha-Bouabdellah,Date,2002,,,
Zoulikha-Bouabdellah,Date,2005,,,
Zoulikha-Bouabdellah,Date,2007,,,
Zoulikha-Bouabdellah,Date,2008,,,
Zoulikha-Bouabdellah,Date,2009,,,
Érik Bullot,Date,2007,,,
Érik Bullot,Date,2009,,,
:mentalKLINIK,Location,Ankara,32.853758,39.9220794,city
:mentalKLINIK,Location,Istanbul,28.9651646,41.0096334,city
:mentalKLINIK,Location,Vienna,16.3725042,48.2083537,city
Abbas Akhavan,Location,Berlin,13.3888599,52.5170365,city
Abbas Akhavan,Location,Bucharest,26.1027436,44.436139,city
Abbas Akhavan,Location,Canada,-107.9917071,61.0666922,administrative
Abbas Akhavan,Location,Fogo Islands,-54.1541697,49.7506183,island
Abbas Akhavan,Location,Garden,-73.993550178,40.7505247,stadium
Abbas Akhavan,Location,Istanbul,28.9651646,41.0096334,city
Abbas Akhavan,Location,London,-0.1276474,51.5073219,city
Abbas Akhavan,Location,Montreal,-73.5912827,45.5224507,city
Abbas Akhavan,Location,New York,-73.9865812,40.7305991,city
Abbas Akhavan,Location,Spain,-4.003104,40.0028028,administrative
Abbas Akhavan,Location,Toronto,-79.3849008,43.6529206,city
Abbas Akhavan,Location,Trinity Square,-79.381720193,43.65465275,footway
Abbas Akhavan,Location,UAE,31.2718321,49.4871968,administrative
Abbas Akhavan,Location,UK,-3.2765753,54.7023545,administrative
Abbas Akhavan,Location,Western Front,-123.0986417,49.2637844,arts_centre
Abbas Kiarostami,Location,Cannes,7.0126946,43.5512076,administrative
Abbas Kiarostami,Location,Tehran,51.4214589,35.6865107,city
Abbas Kiarostami,Location,Venice,12.3345899,45.4371908,city
Abdelfattah Kilito,Location,Casablanca,-7.6176293,33.5939157,city
Abdelfattah Kilito,Location,France,1.8883335,46.603354,administrative
Abdelfattah Kilito,Location,Montpellier,3.8767337,43.6112422,city
Abdelfattah Kilito,Location,Morocco,-7.3366043,31.1728192,administrative
Abdelfattah Kilito,Location,Princeton,-74.6592958,40.3492744,town
Abdelfattah Kilito,Location,Rabat,-6.8390357,34.0223602,city
Abdelkader Benchamma,Location,Barcelona,2.1771353,41.3825596,city
Abdelkader Benchamma,Location,France,1.8883335,46.603354,administrative
Abdelkader Benchamma,Location,Paris,2.3521334,48.8565056,city
Abdelkader Benchamma,Location,Qatar,51.2295295,25.3336984,administrative
Abdelkader Benchamma,Location,Toulouse,1.4442469,43.6044622,city
Abdul Ghafur Sheikh,Location,America,5.9660692821,51.44770365,administrative
Abdul Ghafur Sheikh,Location,Mecca,39.8209897,21.4228632,city
Abdul Qadir al-Rassam,Location,Baghdad,44.3787992,33.3024248,city
Abdul Qadir al-Rassam,Location,England,-0.5402402366,52.7954791,administrative
Abdul Qadir al-Rassam,Location,France,1.8883335,46.603354,administrative
Abdul Qadir al-Rassam,Location,Germany,10.4234469,51.0834196,administrative
Abdul Qadir al-Rassam,Location,Iraq,44.1749775,33.0955793,administrative
Abdul Qadir al-Rassam,Location,Istanbul,28.9651646,41.0096334,city
Abdul Qadir al-Rassam,Location,Italy,12.674297,42.6384261,administrative
Abdul Qadir al-Rassam,Location,Tigris River,43.7649329,34.5168906,river
Abdulaziz Ashour,Location,Jeddah,39.1640396,21.5822247,city
Abdulaziz Ashour,Location,London,-0.1276474,51.5073219,city
Abdulaziz Ashour,Location,Shanghai,121.4888922,31.2253441,city
Abdulhalim Radwi,Location,Brazil,-53.2,-10.3333333,administrative
Abdulhalim Radwi,Location,Dubai,55.2961962,25.2683521,city
Abdulhalim Radwi,Location,Jeddah,39.1640396,21.5822247,city
Abdulhalim Radwi,Location,Jordan,36.941628,31.1667049,administrative
Abdulhalim Radwi,Location,Madrid,-3.7035825,40.4167047,city
Abdulhalim Radwi,Location,Makkah,39.8209897,21.4228632,city
Abdulhalim Radwi,Location,Rome,12.4830718,41.8933439,city
Abdulhalim Radwi,Location,Saudi Arabia,42.3528328,25.6242618,administrative
Abdulhalim Radwi,Location,Spain,-4.003104,40.0028028,administrative
Abdulhalim Radwi,Location,Tunisia,9.400138,33.8439408,country
Abdullah Al Saadi,Location,Abu Dhabi,54.3705762,24.4747961,city
Abdullah Al Saadi,Location,Brazil,-53.2,-10.3333333,administrative
Abdullah Al Saadi,Location,Germany,10.4234469,51.0834196,administrative
Abdullah Al Saadi,Location,Italy,12.674297,42.6384261,administrative
Abdullah Al Saadi,Location,Japan,139.2394179,36.5748441,administrative
Abdullah Al Saadi,Location,Sao,37.5258470297,55.8336415,administrative
Abdullah Al Saadi,Location,Sharjah,55.7954410161,25.21749685,administrative
Abdullah Al Saadi,Location,the Gulf,-85.2175889,29.9665252,administrative
Abdullah Al Saadi,Location,UAE,31.2718321,49.4871968,administrative
Abdullah Al Saadi,Location,United Arab Emirates,53.9994829,24.0002488,administrative
Abdullah Al Saadi,Location,Venice,12.3345899,45.4371908,city
Abdullah Al-Mazrook,Location,Atlanta,-84.3901849,33.7490987,city
Abdullah Al-Mazrook,Location,China,104.999927,35.000074,administrative
Abdullah Al-Mazrook,Location,Georgia,44.0287382,41.6809707,administrative
Abdullah Al-Mazrook,Location,Libya,18.1236723,26.8234472,administrative
Abdullah Al-Mazrook,Location,Saudi Arabia,42.3528328,25.6242618,administrative
Abdullah Al-Mazrook,Location,USA,-100.4458825,39.7837304,administrative
Abdullah Al-Ogaili,Location,Riyadh,46.7150648,24.6319692,city
Abdullah Al-Othman,Location,Riyadh,46.7150648,24.6319692,city
Abdullah Al-Othman,Location,Saudi Arabia,42.3528328,25.6242618,administrative
Abdullah Hammas,Location,Europe,9.9999997,51.0000003,continent
Abdullah Hammas,Location,Middle East,34.9773963,32.1862164,residential
Abdullah Hammas,Location,Paris,2.3521334,48.8565056,city
Abdullah Hammas,Location,Rabat,-6.8390357,34.0223602,city
Abdullah Hammas,Location,U.S.A.,114.0426877,22.3128602,pedestrian
Abdullah Idrees,Location,Jeddah,39.1640396,21.5822247,city
Abdullah Idrees,Location,Riyadh,46.7150648,24.6319692,city
Abdullah Nawawi,Location,Jeddah,39.1640396,21.5822247,city
Abdullah Nawawi,Location,Riyadh,46.7150648,24.6319692,city
Abdullah Nawawi,Location,Yemen,47.8915271,16.3471243,administrative
Abdulmajid Ali Al-Jarouf,Location,Dahran,44.082938,15.284235,village
Abdulmajid Ali Al-Jarouf,Location,Jeddah,39.1640396,21.5822247,city
Abdulmajid Ali Al-Jarouf,Location,Libya,18.1236723,26.8234472,administrative
Abdulmajid Ali Al-Jarouf,Location,the Gulf,-85.2175889,29.9665252,administrative
Abdulnasser Al-Amri,Location,London,-0.1276474,51.5073219,city
Abdulnasser Al-Amri,Location,Saudi Arabia,42.3528328,25.6242618,administrative
Abdulnasser Al-Amri,Location,the Gulf,-85.2175889,29.9665252,administrative
Abdulnasser Gharem,Location,Abha,42.5043596,18.2164282,city
Abdulnasser Gharem,Location,Arts Village,23.5984026,45.7399602,village
Abdulnasser Gharem,Location,Berlin,13.3888599,52.5170365,city
Abdulnasser Gharem,Location,Khamis Mushait,42.733333,18.3,town
Abdulnasser Gharem,Location,London,-0.1276474,51.5073219,city
Abdulnasser Gharem,Location,Middle East,34.9773963,32.1862164,residential
Abdulnasser Gharem,Location,Riyad,46.7150648,24.6319692,city
Abdulnasser Gharem,Location,Saudi Arabia,42.3528328,25.6242618,administrative
Abdulnasser Gharem,Location,Venice,12.3345899,45.4371908,city
Abdulnasser Gharem&apos;s,Location,Abha,42.5043596,18.2164282,city
Abdulnasser Gharem&apos;s,Location,Khamis,31.095833,31.4625,village
Abdulnasser Gharem&apos;s,Location,Middle East,34.9773963,32.1862164,residential
Abdulnasser Gharem&apos;s,Location,Saudi Arabia,42.3528328,25.6242618,administrative
Abdulnasser Gharem&apos;s,Location,Sharjah,55.7954410161,25.21749685,administrative
Adam Henein,Location,Alexandria,29.8943785,31.1990035,city
Adam Henein,Location,Amsterdam,4.8979956034,52.374436,administrative
Adam Henein,Location,Cairo,31.2436663,30.0488185,city
Adam Henein,Location,Doha,51.5759155776,25.34403115,administrative
Adam Henein,Location,Egypt,29.2675469,26.2540493,administrative
Adam Henein,Location,Harraniyya,,,
Adam Henein,Location,London,-0.1276474,51.5073219,city
Adam Henein,Location,Luxor,32.6471859,25.7020955,city
Adam Henein,Location,Munich,11.5754815,48.1372719,city
Adam Henein,Location,Paris,2.3521334,48.8565056,city
Adam Henein,Location,Rome,12.4830718,41.8933439,city
Adeel Uz Zafar,Location,Karachi,67.0311286,24.8667795,city
Adeel Uz Zafar,Location,Lahore,74.3228517,31.5621916,city
Adeel Uz Zafar,Location,NY,-75.8449946,43.1561681,administrative
Adeel Uz Zafar,Location,Pakistan,71.247499,30.3308401,administrative
Adeel Uz Zafar,Location,Paris,2.3521334,48.8565056,city
Adeel Uz Zafar,Location,Singapore,103.852038,1.2904527,city
Adel Abdessemed,Location,Algeria,2.9999825,28.0000272,administrative
Adel Abdessemed,Location,Algiers,2.9999825,28.0000272,administrative
Adel Abdessemed,Location,Batna,6.1767453,35.554404,city
Adel Abdessemed,Location,Constantine,6.6082602,36.364517,city
Adel Abdessemed,Location,Geneva,6.1466014,46.2017559,city
Adel Abdessemed,Location,Grenoble,5.7210773,45.182478,city
Adel Abdessemed,Location,Havana,-82.3658562,23.1379911,city
Adel Abdessemed,Location,Heidelberg,8.6948125,49.4093608,city
Adel Abdessemed,Location,Istanbul,28.9651646,41.0096334,city
Adel Abdessemed,Location,London,-0.1276474,51.5073219,city
Adel Abdessemed,Location,Lyon,4.8323239,45.7575926,city
Adel Abdessemed,Location,New York,-73.9865812,40.7305991,city
Adel Abdessemed,Location,San Francisco,-122.4629897,37.7647993,administrative
Adel Abdessemed,Location,Sydney,151.2164539,-33.8548157,city
Adel Abdessemed,Location,Tirana,19.8185323,41.3279457,city
Adel Abdessemed,Location,Venice,12.3345899,45.4371908,city
Adel Abdessemed,Location,Yokohama,139.5721963,35.4555922,city
Adel Abidin,Location,Amman,36.321853777,31.6586023,administrative
Adel Abidin,Location,Australia,134.755,-24.7761086,administrative
Adel Abidin,Location,Baghdad,44.3787992,33.3024248,city
Adel Abidin,Location,Bosnia,22.1288889,49.6786111,hamlet
Adel Abidin,Location,Box,0.4235743,42.5977707,peak
Adel Abidin,Location,Brussels,4.3672016945,50.84404145,administrative
Adel Abidin,Location,Doha,51.5759155776,25.34403115,administrative
Adel Abidin,Location,Finland,25.9209164,63.2467777,administrative
Adel Abidin,Location,Helsinki,24.9435079,60.1666277,city
Adel Abidin,Location,Houston,-95.5266841059,29.974291,city
Adel Abidin,Location,Japan,139.2394179,36.5748441,administrative
Adel Abidin,Location,Kuwait,47.4979476,29.2733964,administrative
Adel Abidin,Location,London,-0.1276474,51.5073219,city
Adel Abidin,Location,Melbourne,144.9631608,-37.8142176,city
Adel Abidin,Location,Middle East,34.9773963,32.1862164,residential
Adel Abidin,Location,New York,-73.9865812,40.7305991,city
Adel Abidin,Location,New York City,-73.9865812,40.7305991,city
Adel Abidin,Location,Normandy,-90.2973359,38.7208842,city
Adel Abidin,Location,North Africa,-2.227736,13.4526455,administrative
Adel Abidin,Location,PARIS,2.3521334,48.8565056,city
Adel Abidin,Location,Paris,2.3521334,48.8565056,city
Adel Abidin,Location,Qatar,51.2295295,25.3336984,administrative
Adel Abidin,Location,Rome,12.4830718,41.8933439,city
Adel Abidin,Location,Sharjah,55.7954410161,25.21749685,administrative
Adel Abidin,Location,South Korea,127.937111,35.3985008,administrative
Adel Abidin,Location,Switzerland,8.2319736,46.7985624,administrative
Adel Abidin,Location,Tokyo,139.5103950735,35.69004135,administrative
Adel Abidin,Location,Toronto,-79.3849008,43.6529206,city
Adel Abidin,Location,UAE,31.2718321,49.4871968,administrative
Adel Abidin,Location,UK,-3.2765753,54.7023545,administrative
Adel Abidin,Location,Vancouver,-123.1139383,49.2608944,city
Adel Abidin,Location,Zaragoza,-0.8809428,41.6521342,city
Adele Ne Jame,Location,Denver,-104.9847034,39.7391536,city
Adele Ne Jame,Location,Georgetown,-84.5588311,38.2097967,city
Adele Ne Jame,Location,Hawaii,-157.975203,21.2160437,administrative
Adele Ne Jame,Location,Honolulu,-157.8556764,21.304547,administrative
Adele Ne Jame,Location,Madison,-89.3837613,43.074761,city
Adele Ne Jame,Location,New Jersey,-74.4041622,40.0757384,administrative
Adham Wanly,Location,Alexandria,29.8943785,31.1990035,city
Adham Wanly,Location,Aswan,32.8973065,24.0910711,city
Adham Wanly,Location,Cairo,31.2436663,30.0488185,city
Adham Wanly,Location,Doha,51.5759155776,25.34403115,administrative
Adham Wanly,Location,Florence,11.2555757,43.7698712,city
Adham Wanly,Location,France,1.8883335,46.603354,administrative
Adham Wanly,Location,Italy,12.674297,42.6384261,administrative
Adham Wanly,Location,Spain,-4.003104,40.0028028,administrative
Adila Laidi-Hanieh,Location,Palestine,35.0015196,30.8760272,administrative
Adila Laidi-Hanieh,Location,Paris,2.3521334,48.8565056,city
Adrian Paci,Location,Albania,19.9999619,41.000028,administrative
Adrian Paci,Location,Bergamo,9.669839,45.6945115,city
Adrian Paci,Location,Essen,7.0114963,51.4572062,city
Adrian Paci,Location,Germany,10.4234469,51.0834196,administrative
Adrian Paci,Location,Milan,9.1905368,45.466797,city
Adrian Paci,Location,New York,-73.9865812,40.7305991,city
Adrian Paci,Location,Stockholm,18.0710935,59.3251172,city
Adrian Paci,Location,Tirana,19.8185323,41.3279457,city
Adrian Paci,Location,Venice,12.3345899,45.4371908,city
Agnes Janich,Location,Africa,15.9999997,2.0000003,continent
Agnes Janich,Location,Berlin,13.3888599,52.5170365,city
Agnes Janich,Location,Bratislava,17.1597440625,48.1359085,administrative
Agnes Janich,Location,Central European,4.3883668,50.8369797,pub
Agnes Janich,Location,Europe,9.9999997,51.0000003,continent
Agnes Janich,Location,Finland,25.9209164,63.2467777,administrative
Agnes Janich,Location,Indonesia,114.5632032,-4.7993356,administrative
Agnes Janich,Location,Lodz,19.4783822195,51.77305755,administrative
Agnes Janich,Location,London,-0.1276474,51.5073219,city
Agnes Janich,Location,New York,-73.9865812,40.7305991,city
Agnes Janich,Location,Paris,2.3521334,48.8565056,city
Agnes Janich,Location,Poland,19.0258159,52.0977181,administrative
Agnes Janich,Location,Rome,12.4830718,41.8933439,city
Agnes Janich,Location,Singapore,103.852038,1.2904527,city
Agnes Janich,Location,Solothurn,7.5384045,47.2081355,administrative
Agnes Janich,Location,Spain,-4.003104,40.0028028,administrative
Agnes Janich,Location,Spital,-2.9940655,53.3400533,station
Agnes Janich,Location,Switzerland,8.2319736,46.7985624,administrative
Agnes Janich,Location,the Far East,121.0299575,14.7659454,residential
Agnes Janich,Location,USA,-100.4458825,39.7837304,administrative
Agnes Janich,Location,Warsaw,21.0067265,52.2319237,city
Ahaad Alamoudi,Location,England,-0.5402402366,52.7954791,administrative
Ahaad Alamoudi,Location,Jeddah,39.1640396,21.5822247,city
Ahaad Alamoudi,Location,Saudi Arabia,42.3528328,25.6242618,administrative
Ahmad Amin Nazar,Location,Cologne,6.9599738,50.9383611,city
Ahmad Amin Nazar,Location,Germany,10.4234469,51.0834196,administrative
Ahmad Amin Nazar,Location,Iran,52.9471344,32.9407496,administrative
Ahmad Amin Nazar,Location,Tehran,51.4214589,35.6865107,city
Ahmad Ghossein,Location,Denmark,10.3333283,55.670249,administrative
Ahmad Konash,Location,Berlin,13.3888599,52.5170365,city
Ahmad Konash,Location,Canada,-107.9917071,61.0666922,administrative
Ahmad Konash,Location,Vancouver,-123.1139383,49.2608944,city
Ahmad Morshedloo,Location,Beijing,116.3913489,39.9059093,city
Ahmad Morshedloo,Location,Berlin,13.3888599,52.5170365,city
Ahmad Morshedloo,Location,Iran,52.9471344,32.9407496,administrative
Ahmad Morshedloo,Location,London,-0.1276474,51.5073219,city
Ahmad Morshedloo,Location,Middle East,34.9773963,32.1862164,residential
Ahmad Morshedloo,Location,Milan,9.1905368,45.466797,city
Ahmad Morshedloo,Location,New York,-73.9865812,40.7305991,city
Ahmad Morshedloo,Location,North-East,-99.5873816,41.7370229,administrative
Ahmad Morshedloo,Location,Teheran,51.4214589,35.6865107,city
Ahmad Osman,Location,Alexandria,29.8943785,31.1990035,city
Ahmad Osman,Location,Aswan,32.8973065,24.0910711,city
Ahmad Osman,Location,Cairo,31.2436663,30.0488185,city
Ahmad Osman,Location,Doha,51.5759155776,25.34403115,administrative
Ahmad Osman,Location,Egypt,29.2675469,26.2540493,administrative
Ahmad Osman,Location,Eneiba,,,
Ahmad Osman,Location,Florence,11.2555757,43.7698712,city
Ahmad Osman,Location,Garden,-73.993550178,40.7505247,stadium
Ahmad Osman,Location,Memphis,-90.0516285,35.1490215,city
Ahmad Osman,Location,Palestine,35.0015196,30.8760272,administrative
Ahmad Osman,Location,Paris,2.3521334,48.8565056,city
Ahmad Osman,Location,Rome,12.4830718,41.8933439,city
Ahmad Osman,Location,Temple,-97.3427847,31.098207,city
Ahmed Alsoudani,Location,Baghdad,44.3787992,33.3024248,city
Ahmed Alsoudani,Location,Doha,51.5759155776,25.34403115,administrative
Ahmed Alsoudani,Location,Iraq,44.1749775,33.0955793,administrative
Ahmed Alsoudani,Location,London,-0.1276474,51.5073219,city
Ahmed Alsoudani,Location,Middle East,34.9773963,32.1862164,residential
Ahmed Alsoudani,Location,New York,-73.9865812,40.7305991,city
Ahmed Alsoudani,Location,Qatar,51.2295295,25.3336984,administrative
Ahmed Cherkaoui,Location,Beaumont,-94.1018461,30.0860459,city
Ahmed Cherkaoui,Location,Casablanca,-7.6176293,33.5939157,city
Ahmed Cherkaoui,Location,Europe,9.9999997,51.0000003,continent
Ahmed Cherkaoui,Location,India,78.6677428,22.3511148,administrative
Ahmed Cherkaoui,Location,Morocco,-7.3366043,31.1728192,administrative
Ahmed Cherkaoui,Location,New Delhi,77.2159562,28.6138967,city
Ahmed Cherkaoui,Location,North Africa,-2.227736,13.4526455,administrative
Ahmed Cherkaoui,Location,Paris,2.3521334,48.8565056,city
Ahmed Cherkaoui,Location,Rabat,-6.8390357,34.0223602,city
Ahmed Cherkaoui,Location,Tangier,-75.9916035,37.8262373,administrative
Ahmed Cherkaoui,Location,Warsaw,21.0067265,52.2319237,city
Ahmed Cherkaoui,Location,Western Modern,-91.5062209,41.636303,residential
Ahmed El Attar,Location,America,5.9660692821,51.44770365,administrative
Ahmed El Attar,Location,Cairo,31.2436663,30.0488185,city
Ahmed El Attar,Location,Chevening,0.1346404,51.2972452,village
Ahmed El Attar,Location,Paris,2.3521334,48.8565056,city
Ahmed El Attar,Location,UK,-3.2765753,54.7023545,administrative
Ahmed Felemban,Location,Italy,12.674297,42.6384261,administrative
Ahmed Felemban,Location,Jeddah,39.1640396,21.5822247,city
Ahmed Felemban,Location,Makkah,39.8209897,21.4228632,city
Ahmed Foula,Location,Alexandria,29.8943785,31.1990035,city
Ahmed Foula,Location,Canada,-107.9917071,61.0666922,administrative
Ahmed Foula,Location,Egypt,29.2675469,26.2540493,administrative
Ahmed Foula,Location,Montreal,-73.5912827,45.5224507,city
Ahmed Foula,Location,Sharjah,55.7954410161,25.21749685,administrative
Ahmed Mater,Location,Abha,42.5043596,18.2164282,city
Ahmed Mater,Location,Beirut,35.47843,33.8959203,city
Ahmed Mater,Location,Berlin,13.3888599,52.5170365,city
Ahmed Mater,Location,Kansas City,-94.5630298,39.0844687,city
Ahmed Mater,Location,Miami,-80.1936589,25.7742658,city
Ahmed Mater,Location,Moulin,-0.6705129877,47.779048,weir
Ahmed Mater,Location,New York,-73.9865812,40.7305991,city
Ahmed Mater,Location,Paris,2.3521334,48.8565056,city
Ahmed Mater,Location,Saudi Arabia,42.3528328,25.6242618,administrative
Ahmed Mater,Location,Sharjah,55.7954410161,25.21749685,administrative
Ahmed Mater,Location,Tabuk,37.333333,27.5,administrative
Ahmed Mater,Location,Tokyo,139.5103950735,35.69004135,administrative
