source,edgetype,target 
Yang  Fudong,Organization,Lam Contemporary Art Center
Yang  Fudong,Location,Havana
Yang  Fudong,Location,Cuba
Yang  Fudong,Date,2011
Yang  Fudong,Location,London
Yang  Fudong,Location,UK
Yang  Fudong,Date,2011
Yang  Fudong,Location,Switzerland
Yang  Fudong,Date,2010
Yang  Fudong,Organization,National Museum of Contemporary Art
Yang  Fudong,Location,Athens
Yang  Fudong,Location,Greece
Yang  Fudong,Date,2010
Yang  Fudong,Organization,Museum of Modern Art
Yang  Fudong,Location,Shanghai
Yang  Fudong,Date,2009
Yang  Fudong,Organization,Asia Society
Yang  Fudong,Location,New York
Yang  Fudong,Location,New York
Yang  Fudong,Location,USA
Yang  Fudong,Date,2009
Yang  Fudong,Location,Denver
Yang  Fudong,Location,Colorado
Yang  Fudong,Location,USA
Yang  Fudong,Date,2009
Yang  Fudong,Organization,Venice Biennale
Yang  Fudong,Location,Italy
Yang  Fudong,Date,2003
Yang  Fudong,Date,2007
Yang  Fudong,Organization,Documenta
Yang  Fudong,Location,Germany
Yang  Fudong,Date,2002
Yang  Fudong,Organization,Shanghai Biennale
Yang  Fudong,Date,2002
Yang  Fudong,Organization,Carnegie International
Yang  Fudong,Location,Pittsburgh
Yang  Fudong,Location,Pennsylvania
Yang  Fudong,Location,USA
Yang  Fudong,Date,2005
Yang  Fudong,Location,Asia
Yang  Fudong,Location,Pacific
Yang  Fudong,Location,Brisbane
Yang  Fudong,Location,Australia
Yang  Fudong,Date,2006
Yang  Shaobin,Person,Yang  Shaobin
Yang  Shaobin,Address,http://www.sharjahart.org/people/people-by-alphabet/s/shaobin-yang
Yang  Shaobin,Location,Hebei
Yang  Shaobin,Location,Beijing
Yang  Shaobin,Location,China
Yang  Shaobin,Date,1983
Yang  Shaobin,Organization,Hebei Institute of Light Industry
Yang  Shaobin,Date,the late 1990s
Yang  Shaobin,Person,Yang Shaobin
Yang  Shaobin,Person,Yang
Yang  Shaobin,Location,China
Yang  Shaobin,Date,2004
Yang  Shaobin,Date,2004
Yang  Shaobin,Person,X Blind
Yang  Shaobin,Date,2008
Yang  Shaobin,Location,Copenhagen
Yang  Shaobin,Date,2009
Yang  Shaobin,Date,2010
Yang  Shaobin,Person,Yang
Yang  Shaobin,Location,China
Yang  Shaobin,Person,Arte de São
Yang  Shaobin,Location,Paulo
Yang  Shaobin,Location,Brazil
Yang  Shaobin,Date,2009
Yang  Shaobin,Person,Tate Liverpool
Yang  Shaobin,Location,UK
Yang  Shaobin,Date,2007
Yang  Shaobin,Organization,National Gallery
Yang  Shaobin,Location,Jakarta
Yang  Shaobin,Location,Indonesia
Yang  Shaobin,Date,2007
Yang  Shaobin,Organization,Museum of Fine Arts
Yang  Shaobin,Location,Bern
Yang  Shaobin,Location,Switzerland
Yang  Shaobin,Date,2005
Yang  Shaobin,Organization,Venice Biennale
Yang  Shaobin,Location,Italy
Yang  Shaobin,Date,1999
Yang  Shaobin,Location,Berlin
Yang  Shaobin,Location,Germany
Yang  Shaobin,Date,1996
Yazan Khalili,Person,Yazan Khalili
Yazan Khalili,Address,http://www.sharjahart.org/people/people-by-alphabet/k/khalili-yazan
Yazan Khalili,Date,1981
Yazan Khalili,Location,Damascus
Yazan Khalili,Location,Syria
Yazan Khalili,Location,Palestine
Yazan Khalili,Date,2010
Yazan Khalili,Organization,Centre for Research Architecture
Yazan Khalili,Organization,Goldsmiths College
Yazan Khalili,Organization,University of London
Yazan Khalili,Location,UK
Yazan Khalili,Date,2003
Yazan Khalili,Organization,BA
Yazan Khalili,Organization,Architecture
Yazan Khalili,Organization,Birzeit University
Yazan Khalili,Location,Palestine
Yazan Khalili,Person,Yazan Khalili
Yazan Khalili,Organization,Zan Design
Yazan Khalili,Date,2005
Yazan Khalili,Organization,Delfina Foundation
Yazan Khalili,Location,London
Yazan Khalili,Date,2008
Yazan Khalili,Organization,International Academy of Art Palestine
Yazan Khalili,Person,Khalili
Yazan Khalili,Organization,Edge of Arabia
Yazan Khalili,Location,London
Yazan Khalili,Date,2012
Yazan Khalili,Organization,Venice Biennale
Yazan Khalili,Location,Italy
Yazan Khalili,Date,2011
Yazan Khalili,Location,Jerusalem
Yazan Khalili,Person,Al Ma
Yazan Khalili,Location,Jerusalem
Yazan Khalili,Date,2010
Yazan Khalili,Date,2011
Yazan Khalili,Organization,Delfina Foundation
Yazan Khalili,Date,2008
Yazan Khalili,Person,Sandi Hilal
Yazan Khalili,Person,Alessandro Petti
Yazan Khalili,Location,Palestine
Yazan Khalili,Location,Venice
Yazan Khalili,Organization,Venice Biennale
Yazan Khalili,Date,2009
Yonamine,Person,Yonamine
Yonamine,Address,http://www.sharjahart.org/people/people-by-alphabet/y/yonamine
Yonamine,Person,Isabel Carlos
Yonamine,Organization,Sharjah Biennial
Yonamine,Person,Yonamine
Yonamine,Date,2009
Yonamine,Location,Africa
Yonamine,Person,Yonamine
Yonamine,Date,2004
Yonamine,Location,Luanda
Yonamine,Date,2006
Yonamine,Person,SOSO arte
Yonamine,Location,Sao Paulo
Yonamine,Location,Brazil
Yonamine,Date,2010
Yonamine,Location,México City
Yonamine,Date,2010
Yonamine,Location,Spain
Yonamine,Date,2008
Yonamine,Organization,Museu da Cidade
Yonamine,Location,Lisbon
Yonamine,Location,Portugal
Yonamine,Date,2010
Yonamine,Organization,Museu
Yonamine,Person,Arte Moderna
Yonamine,Location,Brazil
Yonamine,Date,2010
Yonamine,Organization,Museu
Yonamine,Location,Luanda
Yonamine,Location,Angola
Yonamine,Date,2009
Yonamine,Location,Bordeaux
Yonamine,Location,France
Yonamine,Date,2009
Yonamine,Organization,Havana Biennale
Yonamine,Location,Cuba
Yonamine,Date,2009
Yonamine,Date,2008
Yonamine,Location,Lisbon
Yonamine,Location,Portugal
Yonamine,Date,2008
Yonamine,Organization,Venice Biennale
Yonamine,Date,2007
Yonamine,Date,2008
Yonamine,Organization,PARQ Magazine
Yonamine,Location,Lisbon
Yonamine,Organization,Museu
Yonamine,Person,Arte
Yonamine,Location,Maputo
Yonamine,Location,Mozambique
Yonamine,Date,2007
Yonamine,Location,Lisbon
Yonamine,Location,Luanda
Yonamine,Location,Angola
Yonamine,Date,1975
Yonamine,Person,Yonamine
Yonamine,Location,Zaire
Yonamine,Location,Brazil
Yonamine,Location,UK
Yonamine,Location,Luanda
Yonamine,Location,Lisbon
Yonamine,Location,Portugal
Yonamine,Date,October 2010
Yonamine,Person,Isabel Carlos
Yonamine,Date,2008
Youssef  Abdelkė,Person,Youssef  Abdelkė
Youssef  Abdelkė,Address,http://www.sharjahart.org/people/people-by-alphabet/a/abdelke-youssef
Youssef  Abdelkė,Person,Youssef
Youssef  Abdelkė,Organization,Faculty of Fine Arts
Youssef  Abdelkė,Location,Damascus
Youssef  Abdelkė,Person,des Beaux-
Youssef  Abdelkė,Organization,Arts
Youssef  Abdelkė,Location,Paris
Youssef  Abdelkė,Organization,Arts
Youssef  Abdelkė,Organization,University of Paris VIII
Youssef  Abdelkė,Organization,Sharjah Biennial
Youssef  Abdelkė,Date,1995
Youssef  Abdelkė,Date,2001
Youssef  Abdelkė,Organization,Arab
Youssef  Abdelkė,Location,Damascus
Youssef  Abdelkė,Location,Beirut
Youssef  Abdelkė,Date,2001
Youssef  Abdelkė,Organization,Cairo Biennial
Youssef  Abdelkė,Date,2001
Youssef  Abdelkė,Location,Damascus
Youssef  Abdelkė,Date,2006
Youssef  Abdelkė,Location,Dubai
Youssef  Abdelkė,Date,2007
Youssef  Abdelkė,Organization,British Museum
Youssef  Abdelkė,Organization,Arab World Institute
Youssef  Abdelkė,Organization,Amman Museum of Modern Art
Youssef  Abdelkė,Organization,National Museum of Kuwait
Yto Barrada,Person,Yto Barrada
Yto Barrada,Address,http://www.sharjahart.org/people/people-by-alphabet/b/barrada-yto
Yto Barrada,Person,Yto Barrada
Yto Barrada,Organization,West Bank
Yto Barrada,Location,Jerusalem
Yto Barrada,Person,Barrada
Yto Barrada,Person,Barrada
Yto Barrada,Organization,Royal Turismo
Yto Barrada,Date,2003
Yto Barrada,Organization,Mercedes
Yto Barrada,Location,North African
Yto Barrada,Person,Barrada
Yto Barrada,Organization,Strait Project
Yto Barrada,Location,Gibraltar
Yto Barrada,Organization,Strait Project
Yto Barrada,Date,2005
Yto Barrada,Person,Yto Barrada
Yto Barrada,Location,Nottingham
Yto Barrada,Location,UK
Yto Barrada,Date,2010
Yto Barrada,Organization,Photography
Yto Barrada,Organization,International Center of Photography
Yto Barrada,Location,New York
Yto Barrada,Date,2009
Yto Barrada,Organization,Centre Pompidou
Yto Barrada,Location,Paris
Yto Barrada,Date,2009
Yto Barrada,Organization,San Francisco Museum of Modern Art
Yto Barrada,Date,2009
Yto Barrada,Organization,Museum of Modern Art Oxford
Yto Barrada,Date,2009
Yto Barrada,Location,New York
Yto Barrada,Date,2009
Yto Barrada,Organization,Stedelijk Museum
Yto Barrada,Location,Amsterdam
Yto Barrada,Date,2008
Yto Barrada,Organization,Venice Biennale
Yto Barrada,Date,2007
Yto Barrada,Person,Art Contemporain
Yto Barrada,Location,Geneva
Yto Barrada,Date,2007
Yto Barrada,Organization,Walker Art Center
Yto Barrada,Location,Minneapolis
Yto Barrada,Date,2007
Yto Barrada,Location,Rotterdam
Yto Barrada,Date,2004
Yto Barrada,Date,2006
Yto Barrada,Person,Barrada
Yto Barrada,Person,Ellen Auerbach
Yto Barrada,Location,Berlin
Yto Barrada,Date,2006
Yto Barrada,Organization,Photography
Yto Barrada,Organization,San Francisco Museum of Modern Art
Yto Barrada,Location,Tanger
Yto Barrada,Location,Tangier
Yto Barrada,Location,Morocco
Yto Barrada,Location,Paris
Yto Barrada,Date,1971
Yto Barrada,Location,Tangier
Yto Barrada,Person,Yto Barrada
Yto Barrada,Location,Paris
Yto Barrada,Organization,International Centre of Photography
Yto Barrada,Location,New York
Yto Barrada,Location,Tangier
Yto Barrada,Date,October 2010
Yu-ichi  Inoue,Person,Yu-ichi  Inoue
Yu-ichi  Inoue,Address,http://www.sharjahart.org/people/people-by-alphabet/i/inoue-yu-ichi
Yu-ichi  Inoue,Location,Tokyo
Yu-ichi  Inoue,Location,Japan
Yu-ichi  Inoue,Date,1985
Yu-ichi  Inoue,Location,Japan
Yu-ichi  Inoue,Organization,Aoyama Normal School
Yu-ichi  Inoue,Organization,Tokyo Gakugei University
Yu-ichi  Inoue,Person,Yu-ichi Inoue
Yu-ichi  Inoue,Date,1952
Yu-ichi  Inoue,Location,Japan
Yu-ichi  Inoue,Organization,Museum of Modern Art
Yu-ichi  Inoue,Location,Tokyo
Yu-ichi  Inoue,Organization,Metropolitan Museum of Art
Yu-ichi  Inoue,Location,New York
Yu-ichi  Inoue,Location,New York
Yu-ichi  Inoue,Location,USA
Yu-ichi  Inoue,Date,1967
Yu-ichi  Inoue,Organization,Stedelijk Museum
Yu-ichi  Inoue,Location,Amsterdam
Yu-ichi  Inoue,Location,the Netherlands
Yu-ichi  Inoue,Location,São Paulo
Yu-ichi  Inoue,Location,Brazil
Yu-ichi  Inoue,Organization,Documenta
Yu-ichi  Inoue,Location,Germany
Yu-ichi  Inoue,Date,1959
Yu-ichi  Inoue,Organization,Palais International
Yu-ichi  Inoue,Person,des Beaux-
Yu-ichi  Inoue,Location,Brussels
Yu-ichi  Inoue,Location,Belgium
Yu-ichi  Inoue,Date,1958
Yu-ichi  Inoue,Location,Switzerland
Yu-ichi  Inoue,Date,1955
Yu-ichi  Inoue,Organization,Museum of Modern Art
Yu-ichi  Inoue,Location,New York
Yu-ichi  Inoue,Date,1954
Yu-ichi  Inoue,Person,YU-ICHI Calligraphien
Yu-ichi  Inoue,Location,Germany
Yu-ichi  Inoue,Date,1965
Yuk King Tan,Person,Yuk King Tan
Yuk King Tan,Address,http://www.sharjahart.org/people/people-by-alphabet/t/tan-yuk-king
Yuk King Tan,Person,Yuk King Tan
Yuk King Tan,Date,1971
Yuk King Tan,Location,Australia
Yuk King Tan,Location,Hong Kong
Yuk King Tan,Date,past decade
Yuk King Tan,Location,Overflow City
Yuk King Tan,Location,Wellington
Yuk King Tan,Person,Sue Crockford
Yuk King Tan,Location,Auckland
Yuk King Tan,Organization,Camden Arts Centre
Yuk King Tan,Location,London
Yuk King Tan,Person,Tan
Yuk King Tan,Location,Barcelona
Yuk King Tan,Date,2006
Yuk King Tan,Location,Guangzhou
Yuk King Tan,Date,2005
Yuk King Tan,Organization,São Paulo Biennial
Yuk King Tan,Date,2004
Yuk King Tan,Location,Lithuania
Yuk King Tan,Date,2002
Yuk King Tan,Date,March 2012
Yuko Hasegawa,Person,Yuko Hasegawa
Yuko Hasegawa,Address,http://www.sharjahart.org/people/people-by-alphabet/h/hasegawa-yuko
Yuko Hasegawa,Person,Yuko Hasegawa
Yuko Hasegawa,Organization,Museum of Contemporary Art
Yuko Hasegawa,Location,Tokyo
Yuko Hasegawa,Organization,Tama Art University
Yuko Hasegawa,Location,Tokyo
Yuko Hasegawa,Date,1999
Yuko Hasegawa,Date,2006
Yuko Hasegawa,Organization,Century Museum of Contemporary Art
Yuko Hasegawa,Date,2001
Yuko Hasegawa,Person,Hasegawa
Yuko Hasegawa,Organization,International Arts Advisory Council
Yuko Hasegawa,Organization,Wexner Center
Yuko Hasegawa,Date,2008
Yuko Hasegawa,Organization,Asian Art Council
Yuko Hasegawa,Person,Solomon
Yuko Hasegawa,Organization,Guggenheim Museum
Yuko Hasegawa,Location,West Kowloon
Yuko Hasegawa,Organization,Cultural District Authority
Yuko Hasegawa,Date,2009-2010
Yuko Hasegawa,Organization,Inujima House Project
Yuko Hasegawa,Organization,Benesse Corporation
Yuko Hasegawa,Date,2010
Yuko Hasegawa,Organization,Century
Yuko Hasegawa,Date,2004
Yuko Hasegawa,Person,Matthew Barney
Yuko Hasegawa,Date,2005
Yuko Hasegawa,Organization,Century Museum of Contemporary Art
Yuko Hasegawa,Date,2007
Yuko Hasegawa,Person,Marlene Dumas
Yuko Hasegawa,Date,2007
Yuko Hasegawa,Organization,DNA
Yuko Hasegawa,Organization,Art and Design
Yuko Hasegawa,Date,2007
Yuko Hasegawa,Origin,Brazilian
Yuko Hasegawa,Date,2008
Yuko Hasegawa,Person,Ryoji Ikeda
Yuko Hasegawa,Date,2009
Yuko Hasegawa,Person,Rebecca Horn
Yuko Hasegawa,Location,Whale
Yuko Hasegawa,Date,2009
Yuko Hasegawa,Organization,Kazuyo Sejima Spatial Design
Yuko Hasegawa,Person,des GARCONS
Yuko Hasegawa,Date,2010
Yuko Hasegawa,Date,2010
Yuko Hasegawa,Location,SANAA
Yuko Hasegawa,Date,2011
Yuko Hasegawa,Organization,Museum of Contemporary Art Tokyo
Yuko Hasegawa,Location,Tokyo
Yuko Hasegawa,Person,
Yuko Hasegawa,Location,Bangkok
Yuko Hasegawa,Person,Art
Yuko Hasegawa,Person,Culture
Yuko Hasegawa,Date,2010
Yuko Hasegawa,Organization,Singapore Art Museum
Yuko Hasegawa,Date,2010
Yuko Hasegawa,Organization,Taipei Fine Arts Museum
Yuko Hasegawa,Date,2011
Yuko Hasegawa,Person,Hasegawa
Yuko Hasegawa,Location,Istanbul
Yuko Hasegawa,Organization,Biennale
Yuko Hasegawa,Date,2001
Yuko Hasegawa,Organization,Shanghai Biennale
Yuko Hasegawa,Date,2002
Yuko Hasegawa,Origin,
Yuko Hasegawa,Organization,Venice Biennale
Yuko Hasegawa,Date,2003
Yuko Hasegawa,Organization,Seoul International Media
Yuko Hasegawa,Person,Art Biennale
Yuko Hasegawa,Date,2006
Yuko Hasegawa,Location,Venice
Yuko Hasegawa,Organization,Biennale
Yuko Hasegawa,Date,2010
Yuko Hasegawa,Location,Sao Paulo
Yuko Hasegawa,Organization,Biennale
Yuko Hasegawa,Date,2010
Yuko Hasegawa,Date,2006
Yuko Hasegawa,Organization,MUSAC
Yuko Hasegawa,Location,Brazil
Yuko Hasegawa,Date,2008
Yuko Hasegawa,Organization,Venice Biennale
Yuko Hasegawa,Date,1999
Yuko Hasegawa,Person,Hugo Boss
Yuko Hasegawa,Organization,Guggenheim Museum
Yuko Hasegawa,Date,2002
Yuko Hasegawa,Person,Art Prize
Yuko Hasegawa,Organization,Pinchuk Art Centre
Yuko Hasegawa,Date,2010
Yuko Hasegawa,Origin,
Yuko Hasegawa,Date,the 1990s
Yuko Hasegawa,Organization,Museum of Modern Art
Yuko Hasegawa,Date,2010
Yusef A. Lateef,Person,Yusef A. Lateef
Yusef A. Lateef,Address,http://www.sharjahart.org/people/people-by-alphabet/l/lateef-yusef-a
Yusef A. Lateef,Person,Yusef A. Lateef
Yusef A. Lateef,Person,William Emanuel Huddleston
Yusef A. Lateef,Date,"October 9, 1920"
Yusef A. Lateef,Location,Chattanooga
Yusef A. Lateef,Location,Tennessee
Yusef A. Lateef,Location,Detroit
Yusef A. Lateef,Date,1925
Yusef A. Lateef,Location,Detroit
Yusef A. Lateef,Person,Yusef
Yusef A. Lateef,Origin,American
Yusef A. Lateef,Person,Milt Jackson
Yusef A. Lateef,Person,Tommy Flanagan
Yusef A. Lateef,Person,Barry Harris
Yusef A. Lateef,Person,Paul Chambers
Yusef A. Lateef,Person,Donald Byrd
Yusef A. Lateef,Person,Jones
Yusef A. Lateef,Person,Hank
Yusef A. Lateef,Person,Thad
Yusef A. Lateef,Person,Elvin
Yusef A. Lateef,Person,Curtis Fuller
Yusef A. Lateef,Person,Kenny Burrell
Yusef A. Lateef,Person,Lucky Thompson
Yusef A. Lateef,Person,Matthew
Yusef A. Lateef,Location,Hartley
Yusef A. Lateef,Person,Roy Eldridge
Yusef A. Lateef,Person,Herbie Fields
Yusef A. Lateef,Person,Lucky
Yusef A. Lateef,Organization,Dizzy Gillespie Orchestra
Yusef A. Lateef,Person,Yusef Lateef
Yusef A. Lateef,Person,Curtis Fuller
Yusef A. Lateef,Person,Hugh Lawson
Yusef A. Lateef,Person,Louis Hayes
Yusef A. Lateef,Person,Ernie Farrell
Yusef A. Lateef,Person,Yusef
Yusef A. Lateef,Date,1956
Yusef A. Lateef,Organization,Savoy Records
Yusef A. Lateef,Organization,Savoy
Yusef A. Lateef,Location,Atlantic
Yusef A. Lateef,Organization,YAL
Yusef A. Lateef,Date,today
Yusef A. Lateef,Person,Charles Mingus
Yusef A. Lateef,Location,Adderley
Yusef A. Lateef,Person,Miles Davis
Yusef A. Lateef,Person,
Yusef A. Lateef,Person,Babatunde
Yusef A. Lateef,Date,the 1960s
Yusef A. Lateef,Person,Yusef Lateef
Yusef A. Lateef,Location,United States
Yusef A. Lateef,Location,Europe
Yusef A. Lateef,Location,Middle East
Yusef A. Lateef,Location,Russia
Yusef A. Lateef,Location,Japan
Yusef A. Lateef,Location,Africa
Yusef A. Lateef,Person,Lateef
Yusef A. Lateef,Date,1969
Yusef A. Lateef,Person,Augusta
Yusef A. Lateef,Organization,GA Symphony Orchestra
Yusef A. Lateef,Date,1970
Yusef A. Lateef,Organization,Detroit Symphony Orchestra
Yusef A. Lateef,Date,1992
Yusef A. Lateef,Person,Yusef Lateef
Yusef A. Lateef,Organization,YAL Records
Yusef A. Lateef,Date,1993
Yusef A. Lateef,Organization,WDR Orchestra
Yusef A. Lateef,Person,Ulrich Kurtz
Yusef A. Lateef,Person,Yusef Lateef
